Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	wt_0h_1 Spectral Count	wt_0h_2 Spectral Count	wt_0h_3 Spectral Count	wt_10h_1 Spectral Count	wt_10h_2 Spectral Count	wt_10h_3 Spectral Count	wt_2h_1 Spectral Count	wt_2h_2 Spectral Count	wt_2h_3 Spectral Count	wt_4h_1 Spectral Count	wt_4h_2 Spectral Count	wt_4h_3 Spectral Count	wt_8h_1 Spectral Count	wt_8h_2 Spectral Count	wt_8h_3 Spectral Count	wt_0h_1 Unique Spectral Count	wt_0h_2 Unique Spectral Count	wt_0h_3 Unique Spectral Count	wt_10h_1 Unique Spectral Count	wt_10h_2 Unique Spectral Count	wt_10h_3 Unique Spectral Count	wt_2h_1 Unique Spectral Count	wt_2h_2 Unique Spectral Count	wt_2h_3 Unique Spectral Count	wt_4h_1 Unique Spectral Count	wt_4h_2 Unique Spectral Count	wt_4h_3 Unique Spectral Count	wt_8h_1 Unique Spectral Count	wt_8h_2 Unique Spectral Count	wt_8h_3 Unique Spectral Count	wt_0h_1 Total Spectral Count	wt_0h_2 Total Spectral Count	wt_0h_3 Total Spectral Count	wt_10h_1 Total Spectral Count	wt_10h_2 Total Spectral Count	wt_10h_3 Total Spectral Count	wt_2h_1 Total Spectral Count	wt_2h_2 Total Spectral Count	wt_2h_3 Total Spectral Count	wt_4h_1 Total Spectral Count	wt_4h_2 Total Spectral Count	wt_4h_3 Total Spectral Count	wt_8h_1 Total Spectral Count	wt_8h_2 Total Spectral Count	wt_8h_3 Total Spectral Count	wt_0h_1 Intensity	wt_0h_2 Intensity	wt_0h_3 Intensity	wt_10h_1 Intensity	wt_10h_2 Intensity	wt_10h_3 Intensity	wt_2h_1 Intensity	wt_2h_2 Intensity	wt_2h_3 Intensity	wt_4h_1 Intensity	wt_4h_2 Intensity	wt_4h_3 Intensity	wt_8h_1 Intensity	wt_8h_2 Intensity	wt_8h_3 Intensity	wt_0h_1 MaxLFQ Intensity	wt_0h_2 MaxLFQ Intensity	wt_0h_3 MaxLFQ Intensity	wt_10h_1 MaxLFQ Intensity	wt_10h_2 MaxLFQ Intensity	wt_10h_3 MaxLFQ Intensity	wt_2h_1 MaxLFQ Intensity	wt_2h_2 MaxLFQ Intensity	wt_2h_3 MaxLFQ Intensity	wt_4h_1 MaxLFQ Intensity	wt_4h_2 MaxLFQ Intensity	wt_4h_3 MaxLFQ Intensity	wt_8h_1 MaxLFQ Intensity	wt_8h_2 MaxLFQ Intensity	wt_8h_3 MaxLFQ Intensity	Indistinguishable Proteins
tr|Q553Z7|Q553Z7_DICDI	Q553Z7	Q553Z7_DICDI	DDB0217622	833	Dictyostelium discoideum	4:Protein predicted	MATH domain-containing protein	0.9602	0.9981	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2775125.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|Q554F5|Q554F5_DICDI	Q554F5	Q554F5_DICDI	cnrD	362	Dictyostelium discoideum	4:Protein predicted	Putative countin receptor Cnr4	0.9782	0.999	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.5142243E7	2.948007E7	0.0	0.0	1.4688696E7	2.525893E7	3.6859496E7	5.7448072E7	1.5489138E7	2.0669432E7	4.066574E7	0.0	0.0	0.0	0.0	1.5142243E7	2.948007E7	0.0	0.0	1.4688696E7	2.525893E7	3.6859496E7	5.7448072E7	1.5489138E7	2.0669432E7	4.066574E7	
tr|Q554I8|Q554I8_DICDI	Q554I8	Q554I8_DICDI	DDB0217599	2621	Dictyostelium discoideum	3:Protein inferred from homology	Uncharacterized protein	1.0	0.999	8	42	42	42	2	4	3	1	3	2	3	2	2	3	4	2	3	6	2	2	4	3	1	3	2	3	2	2	3	4	2	3	6	2	2	4	3	1	3	2	3	2	2	3	4	2	3	6	2	6350520.0	0.0	1.352078E7	1.5760444E7	6987942.0	3114241.0	1.0024713E7	1.3931728E7	0.0	3386692.2	1.6844408E7	1.2324442E7	1.1037849E7	1.0073942E7	5225225.0	5479455.0	1.325904E7	8903459.0	8718496.0	6144586.5	5003755.0	8814858.0	7891819.5	1.7584254E7	5461450.0	8854138.0	1.2062617E7	9565097.0	9211592.0	9781043.0	
tr|Q554L0|Q554L0_DICDI	Q554L0	Q554L0_DICDI	DDB0217593	1486	Dictyostelium discoideum	4:Protein predicted	Uncharacterized protein	0.9985	0.9989	2	4	4	4	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	2.92122624E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|Q554M4|Q554M4_DICDI	Q554M4	Q554M4_DICDI	DDB0217591	187	Dictyostelium discoideum	3:Protein inferred from homology	NTPase_I-T domain-containing protein	1.0	0.999	3	28	28	28	1	2	1	2	3	2	2	2	1	1	2	2	2	2	3	1	2	1	2	3	2	2	2	1	1	2	2	2	2	3	1	2	1	2	3	2	2	2	1	1	2	2	2	2	3	1.29620264E8	1.27334256E8	1.291072E8	8.5200744E7	1.05321552E8	9.4831248E7	1.30706864E8	1.2209976E8	9.8263792E7	7.8759472E7	1.32720888E8	7.9438472E7	1.17167544E8	7.3242064E7	7.631072E7	5.4613304E7	5.3074748E7	5.438874E7	5.0822536E7	4.2874128E7	3.9759316E7	5.4988504E7	5.1429484E7	4.0494628E7	4.6527336E7	5.518482E7	4.6925184E7	4.6812896E7	4.3690848E7	4.5537888E7	
tr|Q554T1|Q554T1_DICDI	Q554T1	Q554T1_DICDI	DDB0217575	295	Dictyostelium discoideum	4:Protein predicted	Uncharacterized protein	0.9784	0.999	1	6	6	6	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0.0	0.0	0.0	0.0	1.2818925E7	0.0	1.6364213E7	0.0	3.0830082E7	2.3673266E7	0.0	2.4547624E7	0.0	0.0	2.0176588E7	0.0	0.0	0.0	0.0	1.2818925E7	0.0	1.6364213E7	0.0	3.0830082E7	2.3673266E7	0.0	2.4547624E7	0.0	0.0	2.0176588E7	
tr|Q554U0|Q554U0_DICDI	Q554U0	Q554U0_DICDI	DDB0217574	488	Dictyostelium discoideum	3:Protein inferred from homology	PlsC domain-containing protein	1.0	0.999	4	16	16	16	1	1	2	0	0	1	0	1	1	0	3	1	3	0	2	1	1	2	0	0	1	0	1	1	0	3	1	3	0	2	1	1	2	0	0	1	0	1	1	0	3	1	3	0	2	4.0069796E7	4.1415488E7	5.3531084E7	4.7805232E7	2.7254518E7	4.6969244E7	4.1429364E7	3.9997928E7	3.8881352E7	4.5044996E7	4.7131024E7	5.5481096E7	5.7662952E7	4.7107936E7	5.3559548E7	4.0069796E7	3.9065108E7	5.4211784E7	4.7805232E7	2.7254518E7	4.3728252E7	3.3808992E7	3.5614408E7	2.9788188E7	2.7040178E7	4.0174664E7	5.1482768E7	5.1069536E7	4.7107936E7	4.2675324E7	
tr|Q554U7|Q554U7_DICDI	Q554U7	Q554U7_DICDI	DDB0217569	227	Dictyostelium discoideum	3:Protein inferred from homology	Uncharacterized protein	1.0	0.999	7	64	64	64	5	5	4	4	4	4	6	5	2	5	2	6	3	3	6	5	5	4	4	4	4	6	5	2	5	2	6	3	3	6	5	5	4	4	4	4	6	5	2	5	2	6	3	3	6	1.30783888E8	1.354144E8	1.41695376E8	8.4203376E7	1.06479384E8	1.07955184E8	1.37740048E8	1.39811792E8	1.27027328E8	1.13035296E8	1.23650568E8	1.27931384E8	1.00352488E8	1.04571776E8	1.1228412E8	8.08896E7	8.2686936E7	9.280244E7	4.1927988E7	6.5282504E7	7.235564E7	8.6187152E7	8.3220376E7	8.021364E7	8.0194816E7	7.3205176E7	8.567616E7	6.2833904E7	6.0404376E7	7.8578368E7	
tr|Q555A3|Q555A3_DICDI	Q555A3	Q555A3_DICDI	DDB0203193	274	Dictyostelium discoideum	3:Protein inferred from homology	Carbonic anhydrase	1.0	0.999	7	38	38	66	2	2	3	3	2	3	1	3	5	3	3	4	2	1	1	2	2	3	3	2	3	1	3	5	3	3	4	2	1	1	4	3	4	5	4	5	3	5	6	5	5	6	5	3	3	1.0062616E8	1.49161184E8	9.247688E7	2.17100896E8	1.36750784E8	6.6660036E7	4.3429544E7	1.98241216E8	1.67880304E8	1.88815168E8	2.08772672E8	4.9651E7	7.5551376E7	6.1030256E7	6.5158472E7	3.566062E7	3.8368668E7	4.1402996E7	1.07207544E8	1.13092128E8	1.35638416E8	9.7104608E7	9.353568E7	6.545946E7	8.8045496E7	6.1140648E7	1.2402152E8	1.62867616E8	1.10671432E8	1.35725936E8	
tr|Q555E4|Q555E4_DICDI	Q555E4	Q555E4_DICDI	DDB_G0274661	191	Dictyostelium discoideum	4:Protein predicted	Uncharacterized protein	1.0	0.999	6	74	74	74	4	3	2	7	8	8	3	2	6	4	3	5	7	6	6	4	3	2	7	8	8	3	2	6	4	3	5	7	6	6	4	3	2	7	8	8	3	2	6	4	3	5	7	6	6	4.75604288E8	2.82580192E8	5.04868224E8	2.16295782E9	1.43472E9	1.62874944E9	4.31735808E8	3.92401248E8	5.5153133E8	5.4151155E8	4.8558528E8	8.1386112E8	1.33175053E9	1.18334157E9	1.25177984E9	2.67652544E8	1.75074128E8	2.46820384E8	1.14167885E9	8.4554176E8	9.9382285E8	2.81097856E8	2.16502336E8	2.93759264E8	3.16101216E8	3.2562752E8	4.610648E8	7.4758682E8	6.7648301E8	7.1594566E8	
tr|Q555E5|Q555E5_DICDI	Q555E5	Q555E5_DICDI	DDB0203213	487	Dictyostelium discoideum	3:Protein inferred from homology	Uncharacterized protein	0.9995	0.999	2	12	12	12	1	2	1	0	0	0	2	1	1	1	1	0	1	1	0	1	2	1	0	0	0	2	1	1	1	1	0	1	1	0	1	2	1	0	0	0	2	1	1	1	1	0	1	1	0	3.0300496E7	3.1125954E7	2.1103574E7	0.0	0.0	0.0	3.2845902E7	2.4918924E7	1.8780624E7	2.6172478E7	2411956.5	1.7459522E7	0.0	9065813.0	0.0	2.1126266E7	2.1601302E7	1.5963235E7	0.0	0.0	0.0	2.1402492E7	1.8351976E7	1.3210976E7	1.6328437E7	7342985.0	1.5819553E7	0.0	8214263.0	0.0	
tr|Q555F9|Q555F9_DICDI	Q555F9	Q555F9_DICDI	DDB0217537	1308	Dictyostelium discoideum	3:Protein inferred from homology	Uncharacterized protein	0.9995	0.999	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.0	0.0	0.0	1.3915455E7	1.5505757E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3854352E7	1.2427612E7	8034359.5	0.0	0.0	0.0	1.3915455E7	1.5505757E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3854352E7	1.2427612E7	8034359.5	
tr|Q555G0|Q555G0_DICDI	Q555G0	Q555G0_DICDI	DDB0217536	910	Dictyostelium discoideum	4:Protein predicted	UBC core domain-containing protein	1.0	0.999	3	5	5	5	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	3.0140468E7	2.6026128E7	2.9301376E7	1.0742053E7	1.5886677E7	9665269.0	3.3358844E7	2.8764442E7	0.0	1.3813212E7	8443721.0	2.5788048E7	1.5914303E7	3.5828292E7	1.2484533E7	1.5870201E7	1.4130095E7	1.4460598E7	1.2192932E7	1.8032416E7	1.0970712E7	1.776057E7	1.2927157E7	0.0	1.5678899E7	9584175.0	1.1516696E7	1.8063774E7	1.740478E7	1.4170761E7	
tr|Q555G2|Q555G2_DICDI	Q555G2	Q555G2_DICDI	DDB0217534	915	Dictyostelium discoideum	4:Protein predicted	Uncharacterized protein	1.0	0.999	17	96	96	96	5	7	8	6	5	8	4	6	4	6	7	7	7	7	9	5	7	8	6	5	8	4	6	4	6	7	7	7	7	9	5	7	8	6	5	8	4	6	4	6	7	7	7	7	9	8.3139192E7	9.1026976E7	4.6408432E7	9.9064416E7	7.5382272E7	9.5448744E7	9.2591304E7	8.3694456E7	7.8305144E7	7.7571024E7	8.9268112E7	9.2548032E7	7.4185512E7	9.1158128E7	8.790528E7	3.328842E7	3.2206774E7	2.9547498E7	4.0729788E7	2.805844E7	4.0512352E7	3.5971304E7	3.5391732E7	2.9705344E7	3.1303276E7	3.5917328E7	4.0103976E7	3.3474122E7	3.5749296E7	3.4641392E7	
tr|Q555G9|Q555G9_DICDI	Q555G9	Q555G9_DICDI	cdc73	532	Dictyostelium discoideum	3:Protein inferred from homology	RNA polymerase II complex component	1.0	0.999	3	17	17	17	0	1	0	2	1	1	0	1	1	1	1	1	2	3	2	0	1	0	2	1	1	0	1	1	1	1	1	2	3	2	0	1	0	2	1	1	0	1	1	1	1	1	2	3	2	7308362.0	7445459.0	6548749.0	1.2827593E7	1.0467941E7	1.0627986E7	8942463.0	1.0791292E7	3599804.5	8953044.0	1.0404086E7	9630705.0	9978864.0	7890875.0	8586683.0	8607940.0	8769415.0	7713252.0	1.3899752E7	1.2329357E7	1.2517861E7	1.0532618E7	1.2710207E7	4240428.5	1.054508E7	1.2254147E7	1.1343243E7	1.1772633E7	1.0480764E7	9733472.0	
tr|Q555H5|Q555H5_DICDI	Q555H5	Q555H5_DICDI	DDB0217527	1767	Dictyostelium discoideum	4:Protein predicted	N-acetyltransferase domain-containing protein	1.0	0.999	4	16	16	16	0	2	2	1	0	1	0	0	2	1	2	1	1	2	1	0	2	2	1	0	1	0	0	2	1	2	1	1	2	1	0	2	2	1	0	1	0	0	2	1	2	1	1	2	1	0.0	2.7897306E7	7293793.5	1389176.5	2.2404868E7	2.4793816E7	0.0	0.0	2.2309386E7	2.3372702E7	0.0	3152026.2	2.4149696E7	1.0489775E7	2284176.5	0.0	1.6328859E7	2.0748428E7	3951747.0	1.3062494E7	1.3115541E7	0.0	0.0	1.5050045E7	5053626.5	0.0	8966471.0	1.1197759E7	6115752.5	6497725.5	
tr|Q555K4|Q555K4_DICDI	Q555K4	Q555K4_DICDI	DDB0203239	372	Dictyostelium discoideum	4:Protein predicted	Uncharacterized protein	0.9781	0.999	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	2461107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|Q555M8|Q555M8_DICDI	Q555M8	Q555M8_DICDI	DDB0203250	935	Dictyostelium discoideum	4:Protein predicted	Uncharacterized protein	0.9776	0.999	1	2	2	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	1780500.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4255459.0	2795330.8	4314885.5	0.0	0.0	0.0	1780500.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4255459.0	2795330.8	4314885.5	
tr|Q555M9|Q555M9_DICDI	Q555M9	Q555M9_DICDI	DDB0217510	1880	Dictyostelium discoideum	4:Protein predicted	Uncharacterized protein	0.9995	0.999	2	11	11	11	0	0	0	1	0	2	0	1	1	2	1	1	1	0	1	0	0	0	1	0	2	0	1	1	2	1	1	1	0	1	0	0	0	1	0	2	0	1	1	2	1	1	1	0	1	0.0	0.0	0.0	5287796.5	0.0	6695839.0	0.0	744363.2	2793532.2	1855595.9	1254461.2	2866423.2	1596003.4	0.0	1227189.9	0.0	0.0	0.0	3704029.2	0.0	3324831.2	0.0	1269744.4	1956831.2	1299819.6	2139876.2	2007890.4	2722483.2	0.0	2093356.4	
tr|Q555P2|Q555P2_DICDI	Q555P2	Q555P2_DICDI	DDB0203257	482	Dictyostelium discoideum	4:Protein predicted	Aminotran_1_2 domain-containing protein	0.7422	0.9845	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|Q555R1|Q555R1_DICDI	Q555R1	Q555R1_DICDI	DDB0203270	267	Dictyostelium discoideum	4:Protein predicted	Uncharacterized protein	1.0	0.999	4	25	25	25	2	2	1	1	3	2	1	2	1	0	2	2	2	2	2	2	2	1	1	3	2	1	2	1	0	2	2	2	2	2	2	2	1	1	3	2	1	2	1	0	2	2	2	2	2	4.6033812E7	3.2858486E7	3.6942012E7	3.4881028E7	4.5300004E7	4.173676E7	3.36961E7	4.0538172E7	5125984.0	3.6534704E7	3.4263168E7	3.7903456E7	5.3081316E7	5.4466804E7	5.5538544E7	3.8761016E7	4.0240036E7	3.1248724E7	3.1845378E7	4.2227232E7	3.5470052E7	2.6808502E7	3.3651664E7	1.5505942E7	4.4742104E7	3.087173E7	3.3100952E7	4.5603836E7	4.6443724E7	4.6545372E7	
tr|Q555R9|Q555R9_DICDI	Q555R9	Q555R9_DICDI	DDB0217500	414	Dictyostelium discoideum	4:Protein predicted	Uncharacterized protein	0.6078	0.9716	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|Q555U1|Q555U1_DICDI	Q555U1	Q555U1_DICDI	DB10	560	Dictyostelium discoideum	4:Protein predicted	Coronin binding protein	0.9784	0.999	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2891568.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|Q555U9|Q555U9_DICDI	Q555U9	Q555U9_DICDI	DDB0203290	337	Dictyostelium discoideum	4:Protein predicted	Dickkopf_N domain-containing protein	1.0	0.999	6	10	10	10	0	0	0	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	4	2	4	0	0	0	0	0	0	0	0	0	0.0	4.4097632E7	0.0	1.2008172E8	2.8678014E7	6.968216E7	0.0	0.0	1.8790834E7	0.0	0.0	6061322.0	2.9952332E7	0.0	0.0	0.0	5.9482868E7	0.0	4.5499344E7	2.1923592E7	2.5716822E7	0.0	0.0	2.5346774E7	0.0	0.0	8176058.0	1.6577779E7	0.0	0.0	
tr|Q555V8|Q555V8_DICDI	Q555V8	Q555V8_DICDI	argB	1112	Dictyostelium discoideum	4:Protein predicted	Acetylglutamate kinase	1.0	0.999	9	59	59	59	4	4	1	3	5	4	5	5	7	6	3	4	3	1	4	4	4	1	3	5	4	5	5	7	6	3	4	3	1	4	4	4	1	3	5	4	5	5	7	6	3	4	3	1	4	3.8736732E7	2.3059112E7	5.3614024E7	1.3789732E7	1.2932296E7	1.6805656E7	4.1196184E7	4.6141676E7	5.0653796E7	3.4422228E7	3.6194704E7	2.4343084E7	2.6717464E7	2.9011174E7	2.5934516E7	2.0936812E7	1.9610502E7	2.4518016E7	1.599766E7	1.3103943E7	1.7365008E7	2.1138638E7	2.4677552E7	2.5064012E7	1.9550576E7	1.7175898E7	1.6700188E7	1.867285E7	1.2258407E7	1.5596588E7	
tr|Q555X7|Q555X7_DICDI	Q555X7	Q555X7_DICDI	DDB0203302	355	Dictyostelium discoideum	3:Protein inferred from homology	Queuosine salvage protein	1.0	0.999	7	49	49	49	3	3	5	1	4	2	4	5	2	2	6	4	3	3	2	3	3	5	1	4	2	4	5	2	2	6	4	3	3	2	3	3	5	1	4	2	4	5	2	2	6	4	3	3	2	1.69478944E8	1.39604384E8	1.53377856E8	1.25726216E8	5.8395224E7	9.3278752E7	1.39290368E8	1.3411488E8	1.23708224E8	1.14677936E8	1.19557056E8	1.21807896E8	1.15233904E8	1.30333632E8	1.19994064E8	6.7920784E7	5.5995824E7	6.0322836E7	5.2366768E7	2.9670134E7	3.7871784E7	5.3317708E7	5.6014032E7	4.7244228E7	4.561264E7	4.5665728E7	4.9934172E7	4.5640332E7	5.4326924E7	4.9746184E7	
tr|Q555Z2|Q555Z2_DICDI	Q555Z2	Q555Z2_DICDI	DDB0217480	1487	Dictyostelium discoideum	3:Protein inferred from homology	Uncharacterized protein	1.0	0.999	7	13	13	13	1	0	0	1	2	2	1	1	1	0	0	1	2	0	1	1	0	0	1	2	2	1	1	1	0	0	1	2	0	1	1	0	0	1	2	2	1	1	1	0	0	1	2	0	1	0.0	8.3337464E7	8.8401536E7	6.1806236E7	5.4232336E7	6.8222608E7	0.0	8.0313616E7	7.250244E7	7.1591872E7	8.9886544E7	8.7427344E7	7.9230688E7	8.090844E7	7.2067352E7	0.0	8.3337464E7	8.8401536E7	6.1806236E7	5.4232336E7	7.0442688E7	0.0	8.0313616E7	7.250244E7	7.1591872E7	8.9886544E7	8.7427344E7	7.673364E7	8.090844E7	7.2067352E7	
tr|Q556B3|Q556B3_DICDI	Q556B3	Q556B3_DICDI	DDB0217472	1084	Dictyostelium discoideum	4:Protein predicted	TMF_TATA_bd domain-containing protein	0.9779	0.999	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	3142625.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3265688.0	0.0	3142625.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3265688.0	
tr|Q556D1|Q556D1_DICDI	Q556D1	Q556D1_DICDI	DDB0217464	247	Dictyostelium discoideum	4:Protein predicted	Uncharacterized protein	0.9784	0.999	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|Q556D4|Q556D4_DICDI	Q556D4	Q556D4_DICDI	DDB0203317	190	Dictyostelium discoideum	4:Protein predicted	Usp domain-containing protein	1.0	0.999	2	21	21	21	1	2	1	1	1	3	1	1	1	1	2	1	2	2	1	1	2	1	1	1	3	1	1	1	1	2	1	2	2	1	1	2	1	1	1	3	1	1	1	1	2	1	2	2	1	4.003128E7	2.8746948E7	5.9369092E7	1.04116064E8	1.0265244E8	9.9602632E7	4.392142E7	5.7159084E7	3.8872136E7	4.9516472E7	5.2734032E7	3.885984E7	7.7777584E7	7.7465368E7	8.257168E7	2.783511E7	2.8746948E7	3.3370354E7	6.2578176E7	5.968468E7	6.0092928E7	3.2726274E7	3.4008532E7	2.9387898E7	3.8693792E7	3.824862E7	2.7856822E7	4.6705496E7	4.417372E7	4.9735612E7	
tr|Q556E3|Q556E3_DICDI	Q556E3	Q556E3_DICDI	DDB0203255	130	Dictyostelium discoideum	4:Protein predicted	Uncharacterized protein	0.9784	0.999	1	11	11	11	1	2	1	1	1	1	0	0	1	0	1	0	1	1	0	1	2	1	1	1	1	0	0	1	0	1	0	1	1	0	1	2	1	1	1	1	0	0	1	0	1	0	1	1	0	1.1325427E7	1552823.8	5466497.0	1.1235225E7	1.295845E7	9203161.0	0.0	7953101.0	6959561.0	1.0294522E7	6332501.0	3860058.8	5063499.5	1.3633507E7	1.1441307E7	1.1325427E7	1552823.8	5466497.0	1.1235225E7	1.295845E7	9203161.0	0.0	7953101.0	6959561.0	1.0294522E7	6332501.0	3860058.8	5063499.5	1.3633507E7	1.1441307E7	
tr|Q556F5|Q556F5_DICDI	Q556F5	Q556F5_DICDI	DDB0203240	774	Dictyostelium discoideum	4:Protein predicted	C2H2 type Zn-finger-containing protein	0.998	0.999	2	3	3	3	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3911513.2	3654682.0	1107746.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3911513.2	3654682.0	1107746.5	0.0	0.0	0.0	
tr|Q556G1|Q556G1_DICDI	Q556G1	Q556G1_DICDI	DDB0167945	340	Dictyostelium discoideum	3:Protein inferred from homology	PKS_ER domain-containing protein	1.0	0.999	14	121	121	121	12	8	14	3	7	5	9	6	11	9	7	9	6	5	10	12	8	14	3	7	5	9	6	11	9	7	9	6	5	10	12	8	14	3	7	5	9	6	11	9	7	9	6	5	10	4.22399392E8	3.49851296E8	4.63664608E8	4.79440032E8	2.19472176E8	4.6938912E8	4.2870864E8	3.92197472E8	7.4049939E8	4.76714944E8	4.45718208E8	4.238744E8	4.4512784E8	4.70710624E8	5.14993408E8	1.79206928E8	1.86660512E8	1.98716208E8	2.05299504E8	1.49270432E8	2.41979968E8	1.618588E8	1.6309488E8	3.4586096E8	2.4106528E8	2.05460064E8	1.78788592E8	2.29725056E8	2.22107072E8	2.7137552E8	
