Entry	Length	Annotation	Mass
Q55BA1	520	1.0	59721
Q55BA3	544	1.0	62439
Q55BA6	415	1.0	46525
Q55BA7	1874	1.0	210722
Q55BA9	425	1.0	48094
Q55BB1	89	1.0	10352
Q55BB2	136	1.0	17167
Q55BB3	278	1.0	31231
Q55BB4	580	1.0	68656
Q55BB5	45	1.0	5509
Q55BB6	44	1.0	5293
Q55BB7	263	1.0	31516
Q55BC1	69	1.0	7846
Q55BC2	574	1.0	67574
Q55BC3	675	1.0	79653
Q55BC5	69	1.0	7779
Q55BC6	186	1.0	21068
Q55BC7	359	1.0	41984
Q55BC8	1461	1.0	167271
Q55BC9	195	1.0	21040
Q55BD0	1040	1.0	117962
Q55BD1	66	1.0	7439
Q55BD2	273	1.0	31945
Q55BD3	61	1.0	6761
Q55BD4	613	1.0	69538
Q55BD6	163	1.0	17610
Q55BD7	41	1.0	4531
Q55BD8	899	1.0	102057
Q55BD9	392	1.0	45275
Q55BE0	296	1.0	32840
Q55BE2	257	1.0	29837
Q55BE3	253	1.0	27964
Q55BE4	161	1.0	18966
Q55BE7	146	1.0	17298
Q55BE8	815	1.0	92291
Q55BE9	414	1.0	47627
Q55BF1	306	1.0	35653
Q55BF3	771	1.0	88356
Q55BF7	218	1.0	25671
Q55BF9	310	1.0	35369
Q55BG0	55	1.0	6430
Q55BG1	305	1.0	33989
Q55BG2	176	1.0	20436
Q55BG3	106	1.0	12328
Q55BG4	164	1.0	20202
Q55BG5	189	1.0	21754
Q55BG6	271	1.0	31644
Q55BG7	106	1.0	12285
Q55BG8	232	1.0	27292
Q55BG9	583	1.0	67892
Q55BH0	595	1.0	70111
Q55BH1	210	1.0	24644
Q55BH2	1505	1.0	171586
Q55BH3	565	1.0	64630
Q55BH4	183	1.0	20408
Q55BH7	210	1.0	23594
Q55BI0	186	1.0	21098
Q55BI4	1037	1.0	120192
Q55BI7	254	1.0	29164
Q55BJ0	851	1.0	101355
Q55BJ1	185	1.0	20874
Q55BJ3	633	1.0	73809
Q55BJ4	63	1.0	7177
Q55BJ5	147	1.0	17155
Q55BJ7	316	1.0	35696
Q55BJ8	649	1.0	75474
Q55BK2	325	1.0	37970
Q55BK3	234	1.0	26844
Q55BK4	53	1.0	6585
Q55BK6	79	1.0	8704
Q55BK7	639	1.0	73674
Q55BK8	497	1.0	56976
Q55BK9	44	1.0	4774
Q55BL0	769	1.0	87465
Q55BL2	254	1.0	29416
Q55BL3	302	1.0	36049
Q55BL5	830	1.0	95471
Q55BL6	372	1.0	44586
Q55BL7	448	1.0	52972
Q55BM6	172	1.0	20200
Q55BM7	114	1.0	12992
Q55BM9	521	1.0	58098
Q55BN2	954	1.0	108348
Q55BN5	229	1.0	26803
Q55BN6	152	1.0	17119
Q55BP2	321	1.0	36368
Q55BP3	43	1.0	4949
Q55BP4	787	1.0	94461
Q55BQ1	402	1.0	46265
Q55BQ4	554	1.0	61581
Q55BQ5	813	1.0	95166
Q55BQ6	169	1.0	20073
Q55BQ9	218	1.0	24545
Q55BR1	80	1.0	9281
Q55BR2	542	1.0	63532
Q55BR3	47	1.0	6070
Q55BR4	77	1.0	8921
Q55BS0	108	1.0	11538
Q55BS2	933	1.0	105596
Q55BS3	746	1.0	83732
Q55BS5	572	1.0	62704
Q55BS6	61	1.0	6965
Q55BS8	324	1.0	37950
Q55BT0	531	1.0	60564
Q55BT1	83	1.0	8480
Q55BT2	80	1.0	8219
Q55BT3	42	1.0	3936
Q55BT4	134	1.0	15805
Q55BT5	132	1.0	15902
Q55BT6	370	1.0	40291
Q55BT7	515	1.0	59421
Q55BT8	111	1.0	12767
Q55BT9	115	1.0	13038
Q55BU0	63	1.0	6282
Q55BU4	243	1.0	27626
Q55BU5	661	1.0	76631
Q55BU6	375	1.0	44926
Q55BV1	628	1.0	71117
Q55BV2	133	1.0	15225
Q55BV3	277	1.0	31616
Q55BV4	615	1.0	69104
Q55BV6	135	1.0	15080
Q55BV8	1547	1.0	176378
Q55BV9	564	1.0	61258
Q55BW4	139	1.0	16744
Q55BW7	49	1.0	5390
Q55BW8	133	1.0	15268
Q55BW9	515	1.0	59531
Q55BX0	370	1.0	40278
Q55BX1	1076	1.0	126537
Q55BX2	824	1.0	95243
Q55BX3	326	1.0	36931
Q55BX4	720	1.0	81748
Q55BX6	346	1.0	39190
Q55BX8	86	1.0	10194
Q55BX9	220	1.0	25703
Q55BY2	1755	1.0	196932
Q55BY3	87	1.0	9124
Q55BY7	330	1.0	37057
Q55BY8	569	1.0	66812
Q55BZ0	209	1.0	23255
Q55BZ1	218	1.0	24270
Q55BZ2	266	1.0	30362
Q55BZ6	138	1.0	15778
Q55BZ7	124	1.0	14130
Q55BZ8	138	1.0	15799
Q55BZ9	138	1.0	15787
Q55C00	645	1.0	75716
Q55C02	704	1.0	82014
Q55C07	72	1.0	8420
Q55C08	578	1.0	67436
Q55C10	1129	1.0	128533
Q55C11	153	1.0	18875
Q55C13	126	1.0	15004
Q55C14	95	1.0	11430
Q55C15	599	1.0	70170
Q55C19	886	1.0	100757
Q55C20	56	1.0	6598
Q55C23	208	1.0	23790
Q55C25	385	1.0	45664
Q55C26	134	1.0	15119
Q55C27	116	1.0	13209
Q55C29	379	1.0	43277
Q55C30	162	1.0	17803
Q55C31	574	1.0	64620
Q55C33	997	1.0	115793
Q55C36	279	1.0	32411
Q55C37	252	1.0	29431
Q55C39	81	1.0	8294
Q55C41	1333	1.0	148777
Q55C42	63	1.0	7150
Q55C44	60	1.0	6912
Q55C45	52	1.0	5869
Q55C46	991	1.0	108455
Q55C47	768	1.0	89993
Q55C48	195	1.0	21804
Q55C53	60	1.0	5821
Q55C54	1204	1.0	141900
Q55C55	155	1.0	18094
Q55C56	839	1.0	92051
Q55C59	1010	1.0	118565
Q55C60	262	1.0	29044
Q55C63	355	1.0	40659
Q55C69	239	1.0	27487
Q55C71	184	1.0	21258
Q55C72	156	1.0	17889
Q55C73	426	1.0	48969
Q55C76	156	1.0	18209
Q55C78	362	1.0	42135
Q55C79	118	1.0	14064
Q55C81	1359	1.0	152560
Q55C83	183	1.0	21850
Q55C85	227	1.0	27038
Q55C86	485	1.0	55467
Q55C87	84	1.0	8644
Q55C88	47	1.0	5520
Q55C89	90	1.0	9316
Q55C92	999	1.0	106587
Q55C93	214	1.0	23211
Q55C94	195	1.0	22146
Q55C95	458	1.0	50967
Q55C96	859	1.0	96393
Q55C97	900	1.0	103640
Q55C98	374	1.0	42209
Q55CA2	397	1.0	46257
Q55CA3	372	1.0	42813
Q55CA4	152	1.0	18028
Q55CA7	135	1.0	15286
Q55CA8	57	1.0	6544
Q55CB1	121	1.0	14370
Q55CB2	152	1.0	16693
Q55CB3	153	1.0	16634
Q55CB5	888	1.0	100173
Q55CC3	130	1.0	14667
Q55CC6	64	1.0	7469
Q55CC7	149	1.0	17405
Q55CC8	186	1.0	22021
Q55CC9	366	1.0	42651
Q55CD1	536	1.0	61528
Q55CD2	636	1.0	76326
Q55CD5	974	1.0	107135
Q55CD7	136	1.0	15620
Q55CD8	1371	1.0	153929
Q55CE1	759	1.0	84893
Q55CE2	608	1.0	68605
Q55CE4	790	1.0	90537
Q55CE5	224	1.0	25228
Q55CE6	294	1.0	33278
Q55CE7	256	1.0	29461
Q55CE8	257	1.0	29981
Q55CE9	559	1.0	61181
Q55CF0	179	1.0	20588
Q55CF1	60	1.0	7099
Q55CF2	59	1.0	6958
Q55CF3	114	1.0	13315
Q55CF4	237	1.0	27501
Q55CF5	237	1.0	27500
Q55CF6	509	1.0	58033
Q55CF7	604	1.0	70232
Q55CF8	427	1.0	47720
Q55CF9	1296	1.0	145762
Q55CG1	217	1.0	24029
Q55CG2	1911	1.0	215019
Q55CG3	124	1.0	14186
Q55CG4	284	1.0	32856
Q55CG5	282	1.0	33510
Q55CG6	1495	1.0	173264
Q55CG7	1137	1.0	126383
Q55CG8	1137	1.0	126116
Q55CG9	976	1.0	109183
Q55CH1	1432	1.0	162721
Q55CH3	519	1.0	58869
Q55CH4	444	1.0	51341
Q55CH5	1047	1.0	123478
Q55CH6	1595	1.0	187217
Q55CH8	1375	1.0	161300
Q55CH9	220	1.0	24219
Q55CI0	521	1.0	59466
Q55CI5	601	1.0	67723
Q55CI6	417	1.0	47566
Q55CI9	203	1.0	23260
Q55CJ0	1079	1.0	125819
Q55CJ1	163	1.0	18401
Q55CJ4	255	1.0	29700
Q55CJ9	495	1.0	54462
Q55CK0	265	1.0	31308
Q55CK3	444	1.0	51665
Q55CK4	435	1.0	50369
Q55CK5	930	1.0	104317
Q55CK6	158	1.0	17911
Q55CK7	544	1.0	64424
Q55CK8	313	1.0	35420
Q55CK9	302	1.0	34206
Q55CL1	206	1.0	23941
Q55CL2	104	1.0	11547
Q55CL3	69	1.0	7488
Q55CL4	125	1.0	14329
Q55CL5	983	1.0	115852
Q55CL7	146	1.0	17276
Q55CL8	148	1.0	16522
Q55CL9	147	1.0	16378
Q55CM0	580	1.0	66280
Q55CM1	365	1.0	43760
Q55CM3	427	1.0	49422
Q55CM4	424	1.0	47758
Q55CM5	1080	1.0	125797
Q55CM9	216	1.0	24135
Q55CN1	139	1.0	15820
Q55CN3	796	1.0	91071
Q55CN4	129	1.0	15226
Q55CN5	544	1.0	62278
Q55CN9	700	1.0	78309
Q55CP0	353	1.0	40857
Q55CP1	687	1.0	78753
Q55CP3	257	1.0	29744
Q55CP4	299	1.0	32834
Q55CP5	158	1.0	18659
Q55CP9	788	1.0	92552
Q55CQ0	185	1.0	22075
Q55CQ1	280	1.0	32352
Q55CQ2	121	1.0	13880
Q55CQ3	295	1.0	35826
Q55CQ4	794	1.0	87534
Q55CQ5	264	1.0	30533
Q55CQ8	88	1.0	9764
Q55CR1	383	1.0	43352
Q55CR4	350	1.0	39861
Q55CR6	428	1.0	48309
Q55CR8	1007	1.0	112392
Q55CR9	98	1.0	11616
Q55CS0	237	1.0	26414
Q55CS1	143	1.0	16095
Q55CS2	724	1.0	83607
Q55CS5	860	1.0	102270
Q55CS6	266	1.0	29705
Q55CT2	368	1.0	40409
Q55CT3	335	1.0	39034
Q55CT9	311	1.0	33600
Q55CU0	40	1.0	4729
Q55CU1	58	1.0	6243
Q55CU4	942	1.0	106265
Q55CU9	485	1.0	54156
Q55CV1	269	1.0	31106
Q55CV2	347	1.0	41234
Q55CV3	843	1.0	97480
Q55CV8	182	1.0	20772
Q55CW4	364	1.0	38730
Q55CW6	70	1.0	8378
Q55CW8	158	1.0	18081
Q55CW9	84	1.0	9782
Q55CX0	97	1.0	11570
Q55CX1	211	1.0	24039
Q55CX2	108	1.0	12847
Q55CX4	45	1.0	5424
Q55CX5	70	1.0	8253
Q55CX6	56	1.0	6024
Q55CX7	112	1.0	12149
Q55CY0	560	1.0	65056
Q55CY1	421	1.0	47456
Q55CY6	107	1.0	12845
Q55CY8	215	1.0	24687
Q55CZ0	1026	1.0	112874
Q55CZ3	119	1.0	13921
Q55CZ4	41	1.0	4818
Q55CZ5	1594	1.0	179830
Q55CZ7	549	1.0	63591
Q55CZ8	97	1.0	11078
Q55CZ9	122	1.0	14094
Q55D00	124	1.0	14718
Q55D01	299	1.0	33001
Q55D02	200	1.0	22923
Q55D03	261	1.0	29531
Q55D04	403	1.0	42006
Q55D07	418	1.0	47029
Q55D09	1214	1.0	141692
Q55D11	446	1.0	52280
Q55D13	91	1.0	9096
Q55D15	91	1.0	9190
Q55D18	155	1.0	17894
Q55D19	216	1.0	23862
Q55D22	373	1.0	42923
Q55D23	154	1.0	17151
Q55D24	92	1.0	10914
Q55D25	282	1.0	32376
Q55D26	358	1.0	40506
Q55D27	342	1.0	39622
Q55D28	382	1.0	45992
Q55D29	149	1.0	17305
Q55D30	675	1.0	77057
Q55D31	617	1.0	71185
Q55D38	806	1.0	92800
Q55D42	782	1.0	89759
Q55D43	889	1.0	98556
Q55D44	255	1.0	29766
Q55D45	429	1.0	50226
Q55D49	1144	1.0	133835
Q55D56	201	1.0	22864
Q55D57	279	1.0	33402
Q55D58	1032	1.0	117154
Q55D62	1032	1.0	114622
Q55D63	368	1.0	42506
Q55D64	385	1.0	43439
Q55D65	264	1.0	31784
Q55D67	395	1.0	45592
Q55D69	120	1.0	13320
Q55D70	120	1.0	13286
Q55D71	487	1.0	57027
Q55D72	824	1.0	96237
Q55D73	355	1.0	39380
Q55D74	328	1.0	37582
Q55D76	1098	1.0	130302
Q55D77	94	1.0	10213
Q55D78	795	1.0	92125
Q55D79	595	1.0	66894
Q55D80	220	1.0	25682
Q55D81	287	1.0	32064
Q55D82	353	1.0	40526
Q55D83	323	1.0	36983
Q55D84	230	1.0	24876
Q55D88	227	1.0	27271
Q55D89	459	1.0	52309
Q55D91	755	1.0	84051
Q55D93	1317	1.0	149674
Q55D95	683	1.0	78592
Q55D96	213	1.0	25298
Q55D97	702	1.0	78593
Q55D98	812	1.0	91840
Q55DA1	180	1.0	20022
Q55DA9	1323	1.0	145001
Q55DB1	348	1.0	39014
Q55DB2	142	1.0	17127
Q55DB3	330	1.0	37486
Q55DB5	84	1.0	9678
Q55DB7	1442	1.0	163323
Q55DB8	94	1.0	10571
Q55DB9	115	1.0	13172
Q55DC0	305	1.0	30590
Q55DC1	1112	1.0	130021
Q55DC2	563	1.0	63327
Q55DC4	45	1.0	5520
Q55DC6	83	1.0	8868
Q55DC7	453	1.0	52145
Q55DC8	696	1.0	81528
Q55DD0	74	1.0	9587
Q55DD1	1350	1.0	152236
Q55DD2	873	1.0	98247
Q55DD3	244	1.0	28195
Q55DD7	1342	1.0	151800
Q55DD8	257	1.0	29454
Q55DD9	330	1.0	33741
Q55DE0	207	1.0	23976
Q55DE1	59	1.0	6963
Q55DE3	895	1.0	100786
Q55DE4	520	1.0	58286
Q55DE6	50	1.0	5923
Q55DE8	925	1.0	102393
Q55DE9	1404	1.0	158228
Q55DF0	117	1.0	13726
Q55DF1	55	1.0	6670
Q55DF2	68	1.0	7589
Q55DF5	448	1.0	52934
Q55DF7	777	1.0	85903
Q55DF8	73	1.0	8314
Q55DF9	71	1.0	8130
Q55DG1	137	1.0	15045
Q55DG3	129	1.0	15129
Q55DG4	83	1.0	8926
Q55DG5	58	1.0	6575
Q55DG8	270	1.0	31486
Q55DH0	574	1.0	68306
Q55DH1	164	1.0	19187
Q55DH2	61	1.0	7013
Q55DH3	450	1.0	52254
Q55DH4	642	1.0	76806
Q55DH7	81	1.0	9632
Q55DH9	1209	1.0	137986
Q55DI0	564	1.0	66321
Q55DI1	702	1.0	82988
Q55DI2	119	1.0	13325
Q55DI3	47	1.0	5394
Q55DI4	818	1.0	90253
Q55DI5	123	1.0	14377
Q55DI6	630	1.0	67903
Q55DI7	224	1.0	25660
Q55DI8	138	1.0	15328
Q55DJ1	100	1.0	11886
Q55DJ2	677	1.0	74652
Q55DJ6	404	1.0	45186
Q55DJ7	143	1.0	16100
Q55DK0	114	1.0	13090
Q55DK1	348	1.0	39202
Q55DK3	469	1.0	52805
Q55DK7	277	1.0	32296
Q55DK8	303	1.0	36004
Q55DK9	387	1.0	44772
Q55DL3	397	1.0	43855
Q55DL5	436	1.0	49283
Q55DL6	571	1.0	64905
Q55DL7	199	1.0	23315
Q55DM0	839	1.0	96156
Q55DM2	724	1.0	86261
Q55DM3	91	1.0	11010
Q55DM4	646	1.0	76865
Q55DM6	255	1.0	29554
Q55DM8	370	1.0	39454
Q55DM9	199	1.0	23306
Q55DN0	232	1.0	27713
Q55DN1	290	1.0	33443
Q55DN2	330	1.0	37795
Q55DN4	441	1.0	50194
Q55DN6	394	1.0	42802
Q55DN7	419	1.0	48424
Q55DN8	137	1.0	16125
Q55DN9	469	1.0	53249
Q55DP0	516	1.0	57019
Q55DP1	964	1.0	112751
Q55DP2	437	1.0	51343
Q55DP4	544	1.0	62710
Q55DP5	460	1.0	54979
Q55DP6	220	1.0	26030
Q55DP7	523	1.0	59884
Q55DQ1	1512	1.0	182300
Q55DQ6	370	1.0	41844
Q55DQ7	153	1.0	17551
Q55DQ8	233	1.0	26002
Q55DQ9	959	1.0	108663
Q55DR3	130	1.0	15243
Q55DR4	575	1.0	67423
Q55DR7	233	1.0	27479
Q55DR8	228	1.0	27045
Q55DS0	114	1.0	13327
Q55DS3	396	1.0	44575
Q55DS4	281	1.0	30864
Q55DS6	392	1.0	44502
Q55DS7	236	1.0	27625
Q55DS8	663	1.0	76533
Q55DS9	437	1.0	51700
Q55DT0	237	1.0	27558
Q55DT1	236	1.0	27464
Q55DT2	237	1.0	27611
Q55DT3	236	1.0	27461
Q55DT4	279	1.0	32057
Q55DT5	237	1.0	27442
Q55DT9	43	1.0	5292
Q55DU0	288	1.0	33540
Q55DU6	328	1.0	37328
Q55DV3	41	1.0	4581
Q55DV5	370	1.0	43419
Q55DV6	75	1.0	7963
Q55DV7	547	1.0	61441
Q55DW0	237	1.0	27547
Q55DW1	75	1.0	9300
Q55DW2	237	1.0	27549
Q55DW3	237	1.0	27477
Q55DW5	1791	1.0	207972
Q55DW6	248	1.0	29256
Q55DX0	606	1.0	72745
Q55DX1	361	1.0	41555
Q55DX2	805	1.0	93914
Q55DX3	124	1.0	15339
Q55DX6	128	1.0	14661
Q55DX8	286	1.0	33633
Q55DX9	444	1.0	51244
Q55DY0	736	1.0	82956
Q55DY1	58	1.0	6926
Q55DY2	47	1.0	5250
Q55DY4	64	1.0	7434
Q55DY5	355	1.0	39921
Q55DY9	192	1.0	22612
Q55DZ0	334	1.0	37901
Q55DZ1	75	1.0	9064
Q55DZ2	2337	1.0	264394
Q55DZ4	485	1.0	53382
Q55DZ6	70	1.0	8541
Q55DZ7	209	1.0	24087
Q55E00	53	1.0	6881
Q55E01	996	1.0	115135
Q55E02	206	1.0	24156
Q55E05	358	1.0	41498
Q55E07	923	1.0	104601
Q55E08	721	1.0	83403
Q55E10	877	1.0	103398
Q55E11	471	1.0	54747
Q55E12	536	1.0	62748
Q55E14	426	1.0	49228
Q55E15	178	1.0	19706
Q55E16	178	1.0	19760
Q55E17	117	1.0	13767
Q55E19	964	1.0	110853
Q55E20	854	1.0	96926
Q55E22	963	1.0	110332
Q55E24	297	1.0	35080
Q55E27	224	1.0	25762
Q55E28	154	1.0	17644
Q55E29	101	1.0	10890
Q55E30	162	1.0	17275
Q55E36	74	1.0	8857
Q55E37	58	1.0	6446
Q55E38	301	1.0	33625
Q55E40	508	1.0	59336
Q55E41	229	1.0	26188
Q55E42	255	1.0	29508
Q55E43	66	1.0	7902
Q55E47	1047	1.0	123560
Q55E48	142	1.0	16072
Q55E49	379	1.0	43880
Q55E50	229	1.0	26641
Q55E51	198	1.0	22925
Q55E52	497	1.0	55085
Q55E53	81	1.0	8608
Q55E55	506	1.0	56807
Q55E56	55	1.0	6950
Q55E59	643	1.0	73108
Q55E63	283	1.0	32793
Q55E65	523	1.0	60417
Q55E66	776	1.0	89491
Q55E67	160	1.0	17231
Q55E71	60	1.0	6935
Q55E73	249	1.0	28858
Q55E75	341	1.0	40189
Q55E76	164	1.0	18693
Q55E78	831	1.0	96127
Q55E80	670	1.0	75073
Q55E81	322	1.0	36720
Q55E82	272	1.0	30171
Q55E83	354	1.0	39440
Q55E84	975	1.0	108003
Q55E87	213	1.0	25867
Q55E89	275	1.0	31569
Q55E90	400	1.0	43972
Q55E91	92	1.0	11133
Q55E92	277	1.0	30913
Q55E95	83	1.0	9575
Q55E96	325	1.0	38082
Q55E97	319	1.0	34697
Q55EA3	287	1.0	32137
Q55EA4	154	1.0	18562
Q55EA5	144	1.0	17102
Q55EA6	3225	1.0	359538
Q55EA7	812	1.0	93898
Q55EB2	514	1.0	59205
Q55EB5	386	1.0	44072
Q55EB7	139	1.0	16171
Q55EB9	917	1.0	103027
Q55EC2	431	1.0	49345
Q55EC3	716	1.0	81623
Q55EC5	288	1.0	34057
Q55EC6	423	1.0	49836
Q55EC8	384	1.0	43125
Q55ED2	3683	1.0	414160
Q55ED3	1235	1.0	141820
Q55ED5	398	1.0	46007
Q55ED7	319	1.0	36645
Q55ED9	87	1.0	10065
Q55EE3	464	1.0	53463
Q55EE4	154	1.0	17196
Q55EE5	539	1.0	63368
Q55EE6	176	1.0	20252
Q55EE7	181	1.0	20413
Q55EE8	1099	1.0	128000
Q55EE9	271	1.0	32439
Q55EF1	154	1.0	17182
Q55EF2	213	1.0	25825
Q55EF3	195	1.0	23075
Q55EF5	838	1.0	98794
Q55EF6	168	1.0	19335
Q55EF7	1798	1.0	204582
Q55EF8	285	1.0	32158
Q55EG0	98	1.0	11642
Q55EG1	1141	1.0	130454
Q55EG2	4540	1.0	520008
Q55EG3	90	1.0	10303
Q55EG4	88	1.0	9659
Q55EG5	52	1.0	6115
Q55EH0	1439	1.0	163089
Q55EH1	120	1.0	14199
Q55EH2	787	1.0	88527
Q55EH3	584	1.0	67828
Q55EH4	213	1.0	24926
Q55EH5	1015	1.0	113539
Q55EH6	75	1.0	7572
Q55EH7	63	1.0	6810
Q55EH9	201	1.0	22123
Q55EI1	214	1.0	23715
Q55EI2	2162	1.0	242177
Q55EI4	156	1.0	16688
Q55EI5	133	1.0	15519
Q55EI6	609	1.0	69442
Q55EI7	366	1.0	40658
Q55EI9	269	1.0	30851
Q55EJ0	346	1.0	40000
Q55EJ1	2125	1.0	241022
Q55EJ2	247	1.0	27007
Q55EJ4	830	1.0	95906
Q55EJ5	369	1.0	40918
Q55EJ6	493	1.0	56945
Q55EJ7	622	1.0	69552
Q55EJ9	195	1.0	21579
Q55EK4	2673	1.0	309735
Q55EK5	2661	1.0	307354
Q55EK6	2660	1.0	307590
Q55EK7	581	1.0	61708
Q55EK8	581	1.0	61734
Q55EL0	101	1.0	11764
Q55EL4	2846	1.0	320231
Q55EL6	155	1.0	18169
Q55EL7	115	1.0	13632
Q55EL8	48	1.0	5329
Q55EL9	89	1.0	10015
Q55EM0	171	1.0	19707
Q55EM1	150	1.0	17590
Q55EM2	76	1.0	8827
Q55EM3	149	1.0	15837
Q55EM4	152	1.0	16154
Q55EM5	147	1.0	16133
Q55EM6	1019	1.0	118011
Q55EM7	432	1.0	49565
Q55EM8	1032	1.0	115209
Q55EM9	529	1.0	61114
Q55EN0	914	1.0	102409
Q55EN1	446	1.0	50638
Q55EN2	729	1.0	84932
Q55EN3	368	1.0	41944
Q55EN4	959	1.0	109672
Q55EN6	1213	1.0	137648
Q55EN9	55	1.0	6292
Q55EP0	51	1.0	6018
Q55EP2	166	1.0	18015
Q55EP6	300	1.0	34774
Q55EP7	379	1.0	44934
Q55EP8	230	1.0	26063
Q55EQ2	438	1.0	49689
Q55EQ4	367	1.0	40371
Q55EQ5	107	1.0	12047
Q55EQ8	593	1.0	65706
Q55EQ9	425	1.0	49460
Q55ER1	615	1.0	72381
Q55ER2	146	1.0	17023
Q55ER3	189	1.0	21413
Q55ER4	1198	1.0	137550
Q55ER7	356	1.0	40070
Q55ER9	341	1.0	40234
Q55ES0	514	1.0	61071
Q55ES1	192	1.0	21583
Q55ES2	192	1.0	21574
Q55ES3	115	1.0	13594
Q55ES4	44	1.0	5229
Q55ES5	445	1.0	52527
Q55ES6	80	1.0	8832
Q55ES7	213	1.0	25768
Q55ES8	44	1.0	4859
Q55ES9	42	1.0	4698
Q55ET0	81	1.0	9071
Q55ET1	1750	1.0	199356
Q55ET2	281	1.0	32328
Q55ET4	122	1.0	14467
Q55ET5	58	1.0	6922
Q55ET6	282	1.0	32731
Q55ET8	123	1.0	13816
Q55ET9	110	1.0	12245
Q55EU2	59	1.0	6947
Q55EU3	59	1.0	6583
Q55EU5	409	1.0	46231
Q55EU8	415	1.0	47381
Q55EU9	358	1.0	40516
Q55EV0	302	1.0	33967
Q55EV1	376	1.0	43403
Q55EV2	65	1.0	7608
Q55EV3	72	1.0	8335
Q55EV4	111	1.0	12587
Q55EV5	160	1.0	18954
Q55EV6	152	1.0	17284
Q55EV8	104	1.0	13258
Q55EW0	70	1.0	7812
Q55EW1	152	1.0	18076
Q55EW2	84	1.0	10190
Q55EW3	346	1.0	38293
Q55EW4	59	1.0	6774
Q55EW5	47	1.0	5280
Q55EW6	67	1.0	8208
Q55EW7	49	1.0	5511
Q55EW8	159	1.0	17966
Q55EW9	43	1.0	4638
Q55EX0	220	1.0	24613
Q55EX1	159	1.0	17265
Q55EX2	158	1.0	19420
Q55EX6	511	1.0	57924
Q55EY0	655	1.0	75412
Q55EY1	225	1.0	26588
Q55EY3	1025	1.0	119557
Q55EY4	402	1.0	44620
Q55EY5	951	1.0	106686
Q55EY6	234	1.0	25786
Q55EY7	136	1.0	16066
Q55EY9	588	1.0	67133
Q55EZ2	1047	1.0	123576
Q55EZ3	83	1.0	9849
Q55EZ7	66	1.0	7572
Q55EZ8	568	1.0	66007
Q55EZ9	132	1.0	15930
Q55F00	543	1.0	61671
Q55F01	635	1.0	73209
Q55F02	361	1.0	43173
Q55F03	325	1.0	39003
Q55F04	59	1.0	6510
Q55F05	59	1.0	6326
Q55F06	1414	1.0	162121
Q55F08	82	1.0	9203
Q55F09	224	1.0	26682
Q55F10	987	1.0	113489
Q55F13	660	1.0	75605
Q55F14	604	1.0	68940
Q55F15	58	1.0	6337
Q55F16	54	1.0	5778
Q55F17	57	1.0	6253
Q55F18	54	1.0	5777
Q55F20	133	1.0	14609
Q55F24	41	1.0	4440
Q55F25	109	1.0	12580
Q55F28	322	1.0	37717
Q55F29	668	1.0	75763
Q55F31	224	1.0	25381
Q55F32	167	1.0	19443
Q55F33	1239	1.0	141338
Q55F35	933	1.0	104142
Q55F40	584	1.0	68030
Q55F41	1830	1.0	198297
Q55F44	220	1.0	23887
Q55F46	784	1.0	76295
Q55F47	888	1.0	106933
Q55F48	780	1.0	91309
Q55F49	375	1.0	43095
Q55F50	369	1.0	41609
Q55F51	93	1.0	10214
Q55F52	391	1.0	44676
Q55F53	498	1.0	57845
Q55F54	1660	1.0	189990
Q55F56	321	1.0	37293
Q55F57	390	1.0	43532
Q55F58	395	1.0	43993
Q55F61	375	1.0	40470
Q55F62	120	1.0	13898
Q55F63	56	1.0	7149
Q55F64	107	1.0	11646
Q55F67	63	1.0	7480
Q55F70	529	1.0	61083
Q55F71	279	1.0	30979
Q55F72	1025	1.0	118095
Q55F73	587	1.0	66371
Q55F74	806	1.0	90767
Q55F75	62	1.0	6975
Q55F76	569	1.0	64661
Q55F78	94	1.0	10049
Q55F79	222	1.0	25312
Q55F80	848	1.0	99003
Q55F82	163	1.0	18522
Q55F84	455	1.0	50814
Q55F85	257	1.0	30002
Q55F86	210	1.0	23923
Q55F87	325	1.0	38338
Q55F88	133	1.0	15263
Q55F89	232	1.0	25457
Q55F90	297	1.0	33243
Q55F92	64	1.0	7912
Q55F93	485	1.0	56249
Q55F95	584	1.0	63016
Q55F96	1100	1.0	126950
Q55F97	468	1.0	52530
Q55FA1	137	1.0	16489
Q55FA2	540	1.0	60276
Q55FA5	774	1.0	87506
Q55FA6	255	1.0	29174
Q55FA7	154	1.0	17194
Q55FA9	1047	1.0	125382
Q55FB0	629	1.0	71547
Q55FB3	122	1.0	14575
Q55FB4	633	1.0	69935
Q55FB5	290	1.0	33207
Q55FB6	1097	1.0	129076
Q55FB9	286	1.0	33434
Q55FC0	477	1.0	56639
Q55FC2	88	1.0	8820
Q55FC3	87	1.0	8745
Q55FC4	87	1.0	8759
Q55FC5	88	1.0	8883
Q55FC6	81	1.0	8721
Q55FC7	90	1.0	9033
Q55FC9	179	1.0	20889
Q55FD1	592	1.0	68708
Q55FD2	662	1.0	74258
Q55FD4	476	1.0	56673
Q55FD9	1069	1.0	121062
Q55FE1	1107	1.0	124722
Q55FE2	486	1.0	56742
Q55FE4	218	1.0	25004
Q55FE5	820	1.0	96650
Q55FE7	118	1.0	13829
Q55FE8	345	1.0	38411
Q55FE9	350	1.0	39426
Q55FF1	348	1.0	39208
