wt_0h_a	wt_0h_b	wt_0h_c	wt_2h_a	wt_2h_b	wt_2h_c	wt_4h_a	wt_4h_b	wt_4h_c	wt_8h_a	wt_8h_b	wt_8h_c	wt_10h_a	wt_10h_b	wt_10h_c	GENE_ID	Gene_Name	Synonyms	Gene_products	UniProt_ID
21.54271	21.59972	21.57960	21.03984	21.30609	21.81792	20.83499	21.24148	21.09730	22.02088	21.41459	22.04089	20.76385	21.69751	21.01898	DDB_G0274703	DDB_G0274703	NA	coiled-coil domain-containing protein	Q555M8
20.94908	21.80953	21.59838	21.50300	20.27611	20.90009	20.30988	21.02910	20.93725	21.37649	21.64334	20.99739	21.82066	21.25322	21.66485	DDB_G0274847	DDB_G0274847	NA	nucleotidyltransferase domain-containing protein	Q555M9
25.20810	25.26213	24.89729	24.67619	25.00417	23.88632	25.41513	24.87978	24.98037	25.44265	25.46898	25.47213	24.92458	25.33167	25.08010	DDB_G0274723	DDB_G0274723	NA	Coiled-coil domain-containing protein 115	Q555R1
21.16338	25.82597	21.89843	21.48045	21.18243	24.59530	21.48301	21.90555	22.96297	23.98275	21.33630	21.21957	25.43934	24.38598	24.61621	DDB_G0274735	DDB_G0274735	NA	unknown	Q555U9
24.31954	24.22512	24.54734	24.33338	24.55670	24.57911	24.22071	24.03388	23.99336	24.15444	23.54727	23.89473	23.93136	23.64350	24.04968	DDB_G0274811	argB	NA	N-acetylglutamate kinase	Q555V8
26.01735	25.73882	25.84620	25.66811	25.73928	25.49363	25.44293	25.44461	25.57352	25.44381	25.69516	25.56808	25.64215	24.82251	25.17462	DDB_G0274745	DDB_G0274745	NA	NA	Q555X7
20.74997	26.31246	26.39757	21.12163	26.25914	26.11153	26.09329	26.42160	26.38158	26.19336	26.26979	26.10284	25.88125	25.69265	26.06995	DDB_G0274797	aqr	NA	intron-binding protein aquarius homolog	Q555Z2
24.73040	24.77691	24.99206	24.96395	25.01939	24.80872	25.20560	25.18890	24.73153	25.47709	25.39668	25.56778	25.89916	25.83086	25.84069	DDB_G0274757	DDB_G0274757	NA	NA	Q556D4
23.43306	20.56646	22.38219	21.54142	22.92309	22.73056	23.29537	22.59434	21.88019	22.27170	23.70065	23.44775	23.42153	23.62739	23.13370	DDB_G0274709	DDB_G0274709	NA	NA	Q556E3
21.09149	21.50286	21.18271	21.22085	21.46326	21.25447	21.89930	21.80131	20.07920	21.64184	21.38373	20.63066	20.76321	22.19819	21.21475	DDB_G0274691	DDB_G0274691	NA	C2H2-type zinc finger-containing protein	Q556F5
27.41705	27.47584	27.56613	27.27016	27.28114	28.36562	27.84485	27.61428	27.41368	27.77533	27.72668	28.01572	27.61315	27.15335	27.85031	DDB_G0272628	DDB_G0272628	NA	zinc-containing alcohol dehydrogenase (ADH)	Q556G1
23.44362	23.33803	23.80691	23.40777	23.65790	23.83833	23.28747	23.45295	23.37964	23.53260	23.96258	23.76360	23.70713	23.70422	23.33052	DDB_G0274083	DDB_G0274083	NA	NA	Q556G2
24.91074	24.82032	21.83479	25.06206	24.86755	24.81622	24.97658	24.88056	24.90443	24.90575	24.47729	24.81581	24.15853	24.51963	24.79302	DDB_G0274069	DDB_G0274069	NA	NA	Q556G9
25.08123	25.11261	25.27277	25.00754	25.00190	24.77216	24.39814	24.66990	24.93620	23.89793	24.02712	24.08629	23.39707	24.25860	21.40331	DDB_G0274029	ptcJ-2	ptcJ	pentatricopeptide repeat-containing protein J	Q556I5
26.87721	26.91744	26.91441	27.01375	26.98922	26.99816	26.84864	26.94564	27.09278	25.90835	26.38672	26.60924	25.34665	25.86937	26.23807	DDB_G0272612	DDB_G0272612	NA	NA	Q556I6
26.04973	26.26342	24.45887	24.84475	26.19908	26.12065	25.14017	25.25225	25.72716	25.65158	26.09729	25.82816	25.66985	25.87001	25.25441	DDB_G0274025	DDB_G0274025	NA	DUF1794 family protein	Q556I7
27.16283	26.97982	26.71186	26.72531	26.92017	27.33771	27.02380	27.23863	27.32834	26.88366	26.68352	26.98902	27.16592	26.15373	27.24121	DDB_G0274013	hsbp1-2	NA	heat shock factor-binding protein 1	Q556J3
26.08506	25.67578	25.89417	26.04194	26.03861	26.61355	26.24158	25.94880	25.78000	26.21476	26.34136	26.18160	26.16718	25.55589	26.11301	DDB_G0273999	DDB_G0273999	NA	RWD domain-containing protein, DRG family-regulatory protein 2	Q556K0
25.66299	25.37114	25.50569	25.45623	25.58046	25.75637	25.63604	25.84018	25.77468	25.85036	25.78147	25.63827	25.82878	25.86228	25.53024	DDB_G0273041	DDB_G0273041	NA	SH3 domain-containing protein	Q556K1
21.51466	21.21182	21.22457	21.59757	21.45966	21.32365	21.88885	21.51558	20.98963	26.39293	25.72185	25.77101	27.38166	26.57886	26.80634	DDB_G0273989	DDB_G0273989	NA	unknown	Q556K5
25.92519	25.81862	25.55477	25.69237	26.26939	26.11032	26.45443	26.58099	26.84436	25.85307	25.96446	26.35596	25.68444	26.05847	26.05900	DDB_G0272801	DDB_G0272801	NA	NA	Q556K7
21.57863	21.93393	24.41905	21.19417	24.98867	21.27656	21.18587	24.78405	21.50942	22.16908	22.47717	23.15250	23.86336	22.81659	21.86241	DDB_G0272576	DDB_G0272576	NA	NA	Q556N3
25.45002	25.24140	25.85368	25.90262	25.69242	25.99846	25.81912	26.15478	26.02983	25.75844	25.98249	25.96325	25.79650	25.66959	25.82117	DDB_G0273917	DDB_G0273917	NA	NA	Q556P6
29.16086	29.17687	28.69611	29.06856	29.11297	28.85553	29.03904	29.18755	29.36883	29.17484	29.41966	29.21952	29.58572	29.00767	29.33015	DDB_G0273119	DDB_G0273119	NA	endosulfine superfamily protein	Q556S3
23.57244	22.42785	21.63005	23.48796	21.74368	23.14803	24.07897	23.56099	23.55129	24.77896	24.63409	24.27048	25.35175	24.83079	24.89371	DDB_G0273861	ublcp1-2	ublcp1	ubiquitin-like domain-containing CTD phosphatase 1	Q556S4
24.19810	24.92084	26.09142	21.17099	23.87555	24.57435	24.77587	24.03932	23.48625	24.22290	23.97093	23.52767	21.96207	24.49311	23.27129	DDB_G0295833	DDB_G0295833	NA	short-chain dehydrogenase/reductase (SDR) family protein	Q556S5
24.95546	24.60140	24.96887	24.75067	25.11417	24.86895	24.91856	25.18981	24.90380	25.67295	25.47139	25.45312	26.24250	25.90255	26.01281	DDB_G0273107	fip-1	ddFIP, fip	filament-interacting protein	Q556T3
27.99402	27.99414	28.20230	28.12931	28.06511	28.09522	27.55461	27.39048	27.63846	25.53084	24.75106	26.03696	24.22961	24.69662	25.10503	DDB_G0273105	scdB-1	scd2, des9-1, SCD, des9, stearoyl-CoA 9-desaturase	delta 9 fatty acid desaturase ScdB	Q556T4
25.63773	25.54146	25.46046	25.29552	25.41679	25.30177	25.40130	25.14384	25.37567	25.24131	25.25692	25.28975	25.20736	25.39044	25.02892	DDB_G0273831	DDB_G0273831	NA	armadillo-like helical domain-containing protein, SEC7-like domain-containing protein	Q556T7
24.79073	24.92837	24.92133	24.68389	24.92300	24.64086	24.63020	24.78611	24.66888	24.77908	24.62950	24.62863	24.20278	24.85828	24.67250	DDB_G0273795	DDB_G0273795	NA	NA	Q556V5
26.15352	26.06090	26.00114	25.95948	25.92789	25.74005	25.51689	25.77625	25.61816	24.27320	25.12857	24.51887	23.28839	24.78547	24.31359	DDB_G0273791	DDB_G0273791	NA	NA	Q556V7
21.75096	21.37069	21.46974	21.17499	21.56159	21.75844	21.42016	22.23584	20.96695	23.37692	23.46093	21.25199	23.54451	21.41677	21.30893	DDB_G0273079	DDB_G0273079	NA	unknown	Q556W6
24.17647	24.06964	24.09528	24.00911	24.07453	24.75718	24.63008	24.03933	23.91321	24.51145	23.94003	24.10722	23.70068	24.47093	24.09528	DDB_G0273771	DDB_G0273771	NA	50S ribosomal protein L20	Q556W7
26.65976	26.76420	26.67540	26.91121	27.06785	26.77696	26.78337	26.81445	26.88931	27.23426	27.14808	26.98836	27.19092	27.30500	27.16500	DDB_G0273297	DDB_G0273297	NA	NA	Q556W8
25.72192	25.47774	25.84323	25.81428	25.67885	25.64441	25.45477	25.86390	25.97668	25.67208	25.36794	25.90835	25.76881	24.47732	25.61358	DDB_G0273739	DDB_G0273739	NA	PH domain-containing protein	Q556Y3
21.20444	21.42052	21.79496	21.37304	22.53214	21.36152	20.82366	22.75422	22.85184	23.48411	23.17015	23.02494	24.28815	23.50394	24.17327	DDB_G0273205	DDB_G0273205	NA	calcium-binding EF-hand domain-containing protein	Q556Z1
26.65585	26.38813	26.10429	27.05561	26.66932	27.08673	27.16252	26.95595	27.19930	27.42016	27.48979	27.41608	27.02776	27.44120	27.55903	DDB_G0273233	DDB_G0273233	NA	NA	Q557B4
22.16028	22.63271	21.00197	22.80765	22.60225	22.28368	23.02817	22.61801	21.72205	21.06842	21.30849	22.07546	22.51858	22.89498	22.67486	DDB_G0273377	DDB_G0273377	NA	NA	Q557C5
28.68727	28.54986	28.62450	28.69614	28.55378	28.60773	28.69851	28.58068	28.57932	28.34323	28.28103	28.40635	27.60608	28.06393	28.01295	DDB_G0273247	DDB_G0273247	NA	NA	Q557C7
23.62660	23.05511	24.11318	23.62676	23.83773	24.32635	24.05259	22.86628	23.95599	22.25607	23.40545	23.36105	23.57066	22.81497	23.01723	DDB_G0273631	cwc15-2	cwc15	putative pre-mRNA-splicing factor CWC15	Q557D6
23.08915	23.05853	23.42239	23.49189	23.26359	24.94906	23.07541	21.62823	24.19464	25.03739	25.12543	24.81952	25.86998	24.97228	25.47150	DDB_G0273387	DDB_G0273387	NA	unknown	Q557E5
25.50396	25.36668	25.70337	26.07167	25.89193	25.76388	26.04585	26.11932	26.14613	26.14595	26.32089	26.09881	26.05209	26.42200	26.04769	DDB_G0273139	rad51-1	rad51	putative DNA repair protein 51	Q557E6
21.39559	22.90405	22.10832	24.04463	24.47830	21.46954	23.37543	24.46435	23.74246	21.12337	23.46818	21.69941	23.24521	21.09605	21.97909	DDB_G0273143	DDB_G0273143	NA	NA	Q557E8
21.02924	21.13151	21.37352	21.46957	21.47772	21.55150	20.96379	20.87771	21.28060	21.38075	21.51025	20.51071	23.45531	20.26366	22.17844	DDB_G0273145	DDB_G0273145	NA	NA	Q557F2
25.96417	25.87934	25.97474	25.85250	25.85239	25.89098	25.61347	25.82690	25.87546	25.23131	25.43843	25.76466	25.25737	25.55292	25.49727	DDB_G0273597	DDB_G0273597	NA	unknown	Q557F3
25.19529	25.04705	25.22675	25.22225	25.22285	25.18250	25.44961	25.54991	25.41904	25.74756	25.45641	25.44254	25.86642	25.37305	25.68557	DDB_G0273573	DDB_G0273573	NA	AAA+ ATPase, core domain-containing protein	Q557G6
27.46888	27.38750	27.34603	27.37495	27.33109	27.05197	27.18409	27.32249	27.35311	27.26247	27.20541	27.01905	26.92761	27.01605	27.14755	DDB_G0273555	DDB_G0273555	NA	Elongation factor P	Q557H6
23.39423	23.64308	23.76307	23.65162	23.78065	21.65140	23.99304	23.76066	23.79680	21.79892	23.66746	23.69845	22.55371	23.80705	23.22417	DDB_G0273419	DDB_G0273419	NA	NA	Q557I4
25.90195	26.03325	26.38247	25.19818	25.02932	24.88060	25.39794	25.72527	25.97677	25.88495	25.64344	26.24932	26.20238	26.23442	25.97600	DDB_G0273537	DDB_G0273537	NA	NA	Q557I5
23.98094	24.13852	24.60097	24.50991	24.34216	24.56065	24.19667	24.83081	24.52294	24.57203	24.37327	24.15180	24.53676	24.77358	24.63838	DDB_G0273421	DDB_G0273421	NA	NA	Q557I9
22.82419	23.68227	23.97532	24.01808	23.72334	23.78735	24.38247	23.68005	23.71145	22.85356	23.81758	23.62344	21.56120	21.60233	23.19422	DDB_G0273185	DDB_G0273185	NA	NA	Q557Y8
21.58796	20.93835	21.74411	21.13583	23.03990	21.28990	20.93742	21.41885	21.72768	23.18959	21.30673	22.45845	25.72455	24.21630	24.96695	DDB_G0273017	DDB_G0273017	NA	isocitrate lyase	Q558S7
21.10996	21.33748	21.82756	20.95900	21.36059	26.18869	26.68660	24.48192	21.51691	26.23563	25.46865	24.69183	26.20207	24.32189	25.96994	DDB_G0272973	DDB_G0272973	NA	NA	Q559C0
24.77436	24.88871	23.69941	20.94303	24.66573	25.09148	25.21114	24.10191	24.25119	24.61508	23.98455	24.61770	24.86842	25.37899	24.61245	DDB_G0272913	DDB_G0272913	NA	putative alanyl-tRNA synthetase	Q559E5
21.03514	21.04078	21.09412	21.48108	22.96928	21.65095	23.18821	21.53325	23.05515	24.04795	21.00686	24.03787	24.25291	24.35185	24.39500	DDB_G0272955	DDB_G0272955	NA	putative phytanoyl-CoA dioxygenase	Q559E7
26.03658	26.23408	26.35982	26.36070	26.48106	26.74287	26.40495	26.40272	26.63062	26.90741	27.03948	26.80808	27.14059	26.96823	26.85769	DDB_G0272550	DDB_G0272550	NA	putative peptide/oligopeptide transporter	Q559I6
26.65810	26.24417	26.17147	26.93189	26.64593	26.40681	27.14226	27.05536	27.13125	27.08440	26.99055	27.71526	26.24762	27.40139	27.21405	DDB_G0272466	DDB_G0272466	NA	short-chain dehydrogenase/reductase (SDR) family protein, glucose/ribitol dehydrogenase family protein	Q559N8
32.20169	32.31316	32.20462	32.42427	32.40079	21.21467	20.71291	32.58420	31.85019	20.92706	32.20823	20.86383	20.91071	21.61106	21.69396	DDB_G0272460	DDB_G0272460	NA	NA	Q559P7
23.14106	23.72018	22.73737	23.13571	22.77246	21.22542	22.84310	22.16740	21.85140	20.93140	23.19042	23.18768	21.49134	23.48099	21.62558	DDB_G0272422	gnt7	NA	putative beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, putative glycosyltransferase, putative GlcNAc transferase	Q559V4
23.31736	22.76075	23.21619	23.25548	23.50338	23.73152	23.10112	23.67118	23.49521	22.28804	23.22673	23.61634	24.27082	23.26710	22.76294	DDB_G0272416	DDB_G0272416	NA	unknown	Q559W7
27.28321	27.20364	27.24661	27.49136	27.48601	27.26394	27.31100	27.39695	27.31443	27.18403	27.26488	26.97847	26.65559	26.44979	26.98907	DDB_G0272398	DDB_G0272398	NA	NA	Q559Z1
21.03093	21.42150	21.51868	21.28223	21.34581	21.34278	21.09771	22.90577	22.42811	24.45655	24.30800	24.00405	23.83017	24.53761	23.91542	DDB_G0272396	DDB_G0272396	NA	putative transmembrane protein	Q559Z3
23.68045	21.42917	24.71632	23.51375	23.90222	24.04373	21.36806	23.78743	24.18784	24.13033	24.07897	24.34559	22.70159	24.43940	24.12343	DDB_G0272374	prpf6	PRP6	TPR repeat-containing protein, U5 small nuclear ribonucleoprotein-associated protein, PRP1 splicing factor domain-containing protein, pre-mRNA processing factor 6	Q55A15
22.89664	22.40317	22.98224	20.50407	22.71283	22.76614	22.55749	21.23316	21.06053	20.58421	20.78765	21.32132	21.16641	22.81920	21.27860	DDB_G0272358	DDB_G0272358	NA	NA	Q55A40
25.21208	25.04777	25.24484	25.25905	24.97710	25.12169	25.21787	25.02231	25.12888	25.26584	25.20019	25.21380	25.44741	24.98938	25.09953	DDB_G0272354	spt6	NA	SH2 domain-containing protein	Q55A48
25.47129	25.56164	25.00150	25.47813	25.42275	25.51758	25.79360	25.71097	25.76432	25.88186	25.95014	26.00427	26.05469	26.12777	26.12700	DDB_G0272048	DDB_G0272048	NA	NA	Q55A74
23.96071	24.32201	23.88702	24.06942	23.95562	24.20468	24.58969	24.00252	24.43133	25.07561	24.72780	24.94064	25.05506	24.35728	24.84603	DDB_G0272056	DDB_G0272056	NA	NOT2/NOT3/NOT5 family protein, putative CCR4-NOT complex subunit 3	Q55AA8
23.71145	23.29949	24.19202	22.97699	23.60084	23.80566	23.30883	23.29782	23.59591	23.29365	22.33213	23.71300	20.95854	23.34667	20.90997	DDB_G0271944	DDB_G0271944	NA	NA	Q55AD7
25.59013	25.44726	25.52658	25.57514	25.61054	24.97247	25.15566	25.62915	25.52121	25.58035	25.47380	25.34680	25.28582	25.61641	25.38294	DDB_G0271814	DDB_G0271814	NA	NA	Q55AM9
27.74191	27.71201	27.63501	27.73051	27.73799	27.67042	27.85345	27.76851	27.75158	27.69684	27.80444	27.74099	27.72179	27.64351	27.66448	DDB_G0271812	DDB_G0271812	NA	SH3 domain-containing protein, FCH domain-containing protein	Q55AN3
23.34242	21.93086	21.66163	24.34720	22.55126	22.87099	23.14526	23.53814	23.31247	23.75516	23.77931	23.52276	24.14059	24.02688	23.75095	DDB_G0271760	ipkA1	NA	inositol-polyphosphate multikinase	Q55AP4
25.41640	25.53138	24.04348	25.40190	25.57145	24.97013	25.00749	25.00191	24.84925	24.92325	24.69803	21.05298	25.00529	23.98040	21.02901	DDB_G0271752	DDB_G0271752	NA	NADH:flavin oxidoreductase/NADH oxidase domain-containing protein	Q55AQ8
21.73730	21.94901	21.40830	21.72126	21.95837	21.60648	21.64990	21.50217	21.56630	21.22306	21.38202	21.15422	21.18494	21.40508	21.05565	DDB_G0271572	exosc10	rrp6	exosome component 10	Q55AW0
20.75056	20.98611	21.85518	21.25842	21.10463	21.50290	21.05459	21.37612	21.32380	24.09299	23.22056	21.10575	26.11298	24.74623	24.91760	DDB_G0271162	DDB_G0271162	NA	NA	Q55B43
21.91344	23.05708	23.13612	22.42686	23.24758	22.82367	20.81444	21.31940	22.64153	21.28467	22.94702	20.78978	21.26793	21.98879	21.51179	DDB_G0271408	DDB_G0271408	NA	NA	Q55B86
24.38964	23.68312	24.32972	22.71178	23.92399	24.20204	23.45393	22.40495	23.72405	23.89506	24.15329	23.83054	23.80997	24.26619	23.68606	DDB_G0271240	utp18	NA	WD40 repeat-containing protein, U3 snoRNP protein, U3 small nucleolar ribonucleoprotein	Q55BA1
25.42312	25.81649	25.36628	25.61027	25.79957	25.35333	25.42166	25.53559	25.69802	25.32168	25.35270	25.35843	24.77984	25.61748	25.02007	DDB_G0271248	DDB_G0271248	NA	Methylmalonic aciduria type A protein, mitochondrial	Q55BA6
23.92179	23.55286	23.62604	22.79666	23.84789	23.76533	23.67199	23.65157	23.65785	24.03398	23.81859	23.66425	24.03663	24.05906	23.64466	DDB_G0271398	mon2	NA	unknown	Q55BA7
27.95323	28.20482	28.09680	27.92448	28.24851	28.18528	28.01001	28.23145	28.05536	28.15458	28.18883	28.23412	28.12578	28.37400	28.39372	DDB_G0271144	cnxA	NA	calnexin	Q55BA8
26.66753	26.60126	26.54518	26.71033	26.85343	27.06735	27.09431	27.05888	26.95399	27.69712	27.63705	27.34278	27.69895	27.57364	27.73847	DDB_G0271264	usp14	NA	ubiquitin domain-containing protein, peptidase C19 family protein, putative ubiquitin carboxyl-terminal hydrolase (UCH)	Q55BC4
26.48921	26.61640	26.24702	26.68991	26.64722	26.63568	26.42820	26.56835	26.12615	26.10609	25.92100	26.15791	24.95554	26.41116	25.77236	DDB_G0271272	DDB_G0271272	NA	DNA polymerase V family protein	Q55BC8
23.78810	22.86910	24.39291	23.66758	24.27789	24.43913	24.45078	24.31455	24.08130	24.96641	24.89442	23.90894	25.42712	24.99712	25.09209	DDB_G0271280	DDB_G0271280	NA	unknown	Q55BD4
24.98331	24.89011	24.86588	24.65841	25.13748	24.85842	24.65243	25.02386	25.07974	24.84543	24.81431	24.80703	24.77246	24.90615	25.08569	DDB_G0271290	DDB_G0271290	NA	NA	Q55BE0
25.94634	26.09636	25.97178	25.84606	26.22198	26.02827	25.87624	26.20091	26.04244	25.76977	26.15799	25.80905	25.98023	25.93303	25.98943	DDB_G0271292	DDB_G0271292	NA	NAP (nucleosome assembly protein) family protein	Q55BE2
26.58762	26.60675	26.56720	26.38722	26.79766	26.95497	26.75724	26.83311	26.71006	26.79456	26.79498	26.84624	26.52052	26.69424	26.87546	DDB_G0271376	DDB_G0271376	NA	NA	Q55BE3
25.23773	25.32757	25.15400	25.81657	25.92158	25.70756	25.56054	25.93793	25.95360	25.62466	26.21269	25.89505	25.88855	25.97428	25.69253	DDB_G0271294	DDB_G0271294	NA	NA	Q55BE4
24.07350	24.27429	24.36099	24.32698	24.44794	24.85715	24.66365	24.80752	24.67318	25.01996	25.06592	24.65797	24.66506	25.01354	24.68166	DDB_G0271374	DDB_G0271374	NA	Glycerophosphodiester phosphodiesterase domain-containing protein 1	Q55BE9
25.58058	25.68216	25.66087	25.77562	25.67630	25.53934	25.44252	25.95290	25.67402	25.47391	25.82413	25.55447	25.61441	25.58885	25.67383	DDB_G0271334	DDB_G0271334	NA	C2 calcium/lipid-binding (CaLB) region-containing protein, dilute domain-containing protein	Q55BH2
26.79418	26.92554	27.20355	26.72139	27.20271	26.92052	26.49882	26.88695	26.49450	26.49820	26.32334	26.58008	26.23295	26.43437	26.45783	DDB_G0271336	DDB_G0271336	NA	NA	Q55BH4
24.88920	25.03321	25.28543	25.43946	25.48322	25.29063	25.13551	25.49077	25.51293	25.94456	25.92591	25.80574	26.07708	25.51688	26.04955	DDB_G0271358	DDB_G0271358	NA	NA	Q55BH7
22.87206	23.02120	22.07266	23.59441	23.98477	24.05830	24.51138	24.91171	24.63652	25.45747	25.38106	25.60009	25.18406	25.75131	25.20537	DDB_G0271340	DDB_G0271340	NA	acyl-CoA oxidase	Q55BH8
26.98364	27.06528	26.93233	27.01731	27.08932	27.27793	26.69230	26.92737	26.95996	27.16219	27.29638	27.09652	27.45101	26.96998	27.21134	DDB_G0271120	DDB_G0271120	NA	protein kinase C substrate 80K-H homolog	Q55BK1
27.57235	27.49555	27.52575	27.82045	27.69858	27.12909	27.40143	27.92474	27.53670	26.57977	27.14654	27.12008	27.03349	27.26867	27.20075	DDB_G0270438	DDB_G0270438	NA	putative transmembrane protein	Q55BM7
23.86648	23.63621	24.41725	23.47549	24.18088	25.19686	21.27417	23.74955	23.79839	21.47099	23.29497	22.08805	22.50988	22.57237	21.45640	DDB_G0270816	DDB_G0270816	NA	Zinc finger CCCH domain-containing protein 14	Q55BM8
28.30614	27.84870	28.24506	28.60315	28.49859	27.33443	28.86765	28.75676	28.45902	28.51509	28.51361	27.89790	28.37691	27.14522	28.03920	DDB_G0270430	wipA	WIPa	WH2 domain-containing protein	Q55BN3
26.73179	27.04486	26.88332	26.83454	27.03797	26.69641	26.82088	27.03623	26.83851	26.66724	26.67407	26.87733	26.47698	26.86042	26.77253	DDB_G0270420	DDB_G0270420	NA	sucraseferredoxin-like family protein	Q55BP2
27.86034	27.94893	27.93727	27.78919	28.06953	28.05760	27.73299	27.90634	27.75669	27.57806	27.67612	27.71509	27.41044	27.76123	27.65224	DDB_G0270412	DDB_G0270412	NA	putative mitochondrial outer membrane TOB/SAM complex protein mitofilin/Mic60	Q55BP9
26.15535	26.78419	26.38508	26.60437	26.79678	26.77913	27.24123	27.25894	26.77499	27.73229	28.16457	27.38782	27.50227	27.70972	27.22969	DDB_G0271086	gip1	G-protein interacting protein	G-protein regulatory protein 1	Q55BQ2
25.90717	26.03741	25.77344	25.74949	25.85689	25.46125	25.26167	25.83736	25.46861	25.12486	25.55892	25.51679	25.31854	25.58560	25.37542	DDB_G0270806	ldhd	NA	D-lactate dehydrogenase (cytochrome)	Q55BQ4
21.87615	23.95169	22.06104	24.02413	21.03146	23.65657	19.17590	21.69882	23.14000	21.04501	21.35677	19.83164	21.56702	21.76682	21.19269	DDB_G0270404	docB	GEF, DockB	DOCK family protein, putative guanine nucleotide exchange factor (GEF)	Q55BQ8
24.13144	24.02175	24.08108	24.04241	24.55883	23.47896	23.67678	24.25559	23.55684	24.12034	23.80215	24.26526	24.19357	24.73525	24.07993	DDB_G0270402	DDB_G0270402	NA	unknown	Q55BQ9
24.95699	25.01500	24.72982	24.88418	25.24173	24.71110	24.88677	25.10611	24.95525	24.81213	25.20054	24.75743	24.72193	24.99426	24.68701	DDB_G0269198	wimA	DG1053, DG1064	unknown	Q55BR0
24.82649	24.50126	24.72888	24.82393	24.65090	24.46188	24.87580	24.61035	24.74110	21.34495	24.63517	25.17608	21.53583	24.59764	24.75501	DDB_G0270390	DDB_G0270390	NA	NA	Q55BS3
27.62823	27.78400	27.98617	27.83664	27.96552	27.97724	27.97949	28.00875	28.25243	28.09697	28.14544	28.02515	28.25768	27.66931	28.23928	DDB_G0270388	DDB_G0270388	NA	ubiquitin system component Cue domain containing protein	Q55BS4
26.13325	26.01556	25.89973	26.31999	26.36840	26.42005	26.63094	26.36493	26.30884	26.50236	26.41923	26.48618	26.15768	26.52455	26.66545	DDB_G0270800	DDB_G0270800	NA	NA	Q55BS6
26.82720	26.73966	25.96580	26.55430	26.36971	26.38678	26.39302	26.44991	26.41552	26.31695	26.14585	26.21096	26.52485	26.14655	26.46463	DDB_G0270384	tsn	NA	translin	Q55BS7
24.60392	24.63178	21.46478	21.35505	21.45170	25.03568	24.74589	24.77574	24.65537	25.31079	25.16716	25.15895	26.14108	23.14344	25.68276	DDB_G0270382	DDB_G0270382	NA	NA	Q55BS8
22.84501	22.58562	21.74576	22.51155	22.76642	24.02296	21.93070	22.89964	21.64092	21.22416	21.49761	20.70369	21.30841	21.60011	22.04432	DDB_G0270378	DDB_G0270378	NA	TPR repeat-containing protein, TTC39 family protein, tetratricopeptide repeat protein 39	Q55BT0
27.04920	27.17073	26.97326	26.85150	26.82429	26.87948	26.91558	26.87524	26.94345	26.71454	26.74653	26.83830	26.66579	26.42638	26.76239	DDB_G0269106	cahA	canA, rcdH	carbonic anhydrase	Q55BU2
26.64044	26.66742	26.49647	26.75518	26.78701	26.81615	26.85278	26.85267	26.92064	26.79354	26.73752	26.83112	26.20055	26.50645	26.65631	DDB_G0270352	DDB_G0270352	NA	Protein aidB	Q55BV1
25.34698	25.27845	25.39818	25.24321	25.19331	24.99743	25.00727	24.95364	24.84418	24.78916	24.73981	24.82566	24.70766	24.84192	24.74065	DDB_G0270336	ipo4	NA	importin 4	Q55BW3
21.70072	21.50090	21.44765	21.27940	21.16005	21.31249	21.32078	21.46638	21.79863	21.71277	20.77950	20.56528	26.59084	25.28441	25.88214	DDB_G0271074	DDB_G0271074	NA	unknown	Q55BW8
22.67552	22.71494	23.36250	22.55452	22.76823	22.76418	23.08834	23.00799	23.23321	23.51733	23.27875	23.60714	23.45705	23.42268	23.68480	DDB_G0270776	DDB_G0270776	NA	DUF255 family protein	Q55BX2
27.54069	27.64455	27.63083	27.59632	27.55392	27.48109	27.40225	27.50417	27.52888	27.23368	27.45209	27.45098	27.71395	26.84067	27.39608	DDB_G0270314	crip	NA	LIM-type zinc finger-containing protein, cysteine-rich protein	Q55BY3
20.96693	22.25520	21.54565	21.49695	21.81982	21.59634	21.97490	22.11192	21.45572	22.75939	22.65568	21.59742	22.74812	21.52908	22.73052	DDB_G0270278	DDB_G0270278	NA	NA	Q55C10
25.25933	25.40813	22.94643	25.55198	25.77564	25.73314	25.77485	25.84912	26.21030	26.21735	25.85792	25.74273	25.63888	25.64414	25.99414	DDB_G0270256	DDB_G0270256	NA	NA	Q55C26
21.68937	21.21097	21.40284	21.82166	21.60535	20.98369	21.32477	20.56840	20.93421	21.44325	21.31543	20.79256	21.21155	21.08951	21.16982	DDB_G0270246	DDB_G0270246	NA	regulator of chromosome condensation (RCC1) domain-containing protein	Q55C31
21.21460	21.87258	21.30685	21.56265	21.80180	21.91156	21.16240	21.18301	21.62779	22.22271	22.13477	20.99229	22.38222	21.64092	21.99259	DDB_G0271052	snf2b	SNF2	SNF2-related protein Snf2a	Q55C32
24.27237	24.06046	24.15032	24.32108	24.34616	24.14514	24.45951	24.50324	24.32588	24.47979	24.51892	24.43225	24.64453	24.43083	24.34499	DDB_G0270220	DDB_G0270220	NA	Ankyrin repeat and protein kinase domain-containing protein 1	Q55C56
24.17461	24.64943	24.72766	24.75175	24.57048	23.97489	25.30596	24.90552	24.27415	24.85989	23.43671	24.20094	24.04880	23.77581	24.84975	DDB_G0270202	DDB_G0270202	NA	Pre-rRNA-processing protein TSR2 homolog	Q55C67
