# Program:featureCounts v2.0.1; Command:"featureCounts" "-O" "-T" "8" "-a" "reference/D_discoideum_PASAua.gtf" "-o" "featureCounts_output.txt" "star_map/SRR1593424.bam" "star_map/SRR1593425.bam" "star_map/SRR1593426.bam" "star_map/SRR1593427.bam" "star_map/SRR1593428.bam" "star_map/SRR1593429.bam" "star_map/SRR1593430.bam" "star_map/SRR1593431.bam" "star_map/SRR1593432.bam" "star_map/SRR1593433.bam" "star_map/SRR1593434.bam" "star_map/SRR1593443.bam" "star_map/SRR1593444.bam" "star_map/SRR1593445.bam" "star_map/SRR1593446.bam" "star_map/SRR1593447.bam" "star_map/SRR1593448.bam" "star_map/SRR1593449.bam" "star_map/SRR1593450.bam" "star_map/SRR1593451.bam" "star_map/SRR1593452.bam" "star_map/SRR1593453.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map/SRR1593424.bam	star_map/SRR1593425.bam	star_map/SRR1593426.bam	star_map/SRR1593427.bam	star_map/SRR1593428.bam	star_map/SRR1593429.bam	star_map/SRR1593430.bam	star_map/SRR1593431.bam	star_map/SRR1593432.bam	star_map/SRR1593433.bam	star_map/SRR1593434.bam	star_map/SRR1593443.bam	star_map/SRR1593444.bam	star_map/SRR1593445.bam	star_map/SRR1593446.bam	star_map/SRR1593447.bam	star_map/SRR1593448.bam	star_map/SRR1593449.bam	star_map/SRR1593450.bam	star_map/SRR1593451.bam	star_map/SRR1593452.bam	star_map/SRR1593453.bam
DDB_G0270912	1;1	3297205;3297624	3297514;3297636	-;-	323	0	0	1	1	1	0	1	2	0	2	0	3	0	0	0	3	2	0	3	1	0	4
DDB_G0270610	1;1	3299591;3300185	3299964;3300213	-;-	403	1	1	0	0	0	1	0	2	46	51	17	0	0	2	1	3	6	3	13	17	38	15
DDB_G0269678	1	3301231	3305504	-	4274	133	90	132	124	143	117	181	433	768	644	549	65	74	97	135	119	162	58	304	209	444	326
DDB_G0269680	1	3305788	3308606	-	2819	41	24	39	33	32	40	24	46	60	48	39	17	13	36	45	41	33	34	20	22	54	26
DDB_G0269682	1;1	3309660;3312237	3312143;3313228	-;-	3476	1068	544	713	751	923	942	859	1252	1956	1553	1152	203	278	343	326	447	812	2204	797	414	897	578
DDB_G0269202	1;1	3314948;3316146	3316005;3316300	-;-	1213	1096	9495	5636	3294	1471	275	236	554	1686	1858	1189	849	17351	15824	7615	2375	1116	1167	2860	1834	4137	2199
DDB_G0269684	1	3317549	3319144	-	1596	108	18	109	86	28	11	8	10	42	37	42	135	8	122	125	45	36	38	51	64	62	17
DDB_G0269686	1;1;1	3319946;3322486;3322756	3322376;3322601;3322907	-;-;-	2699	93	68	134	172	211	209	202	195	253	146	155	85	81	107	165	158	177	75	132	80	198	172
DDB_G0269688	1;1;1	3323737;3325560;3326119	3325444;3325942;3326298	-;-;-	2271	354	19	3	33	116	92	129	67	86	44	35	297	43	9	76	98	97	89	87	117	59	51
DDB_G0270614	1;1	3326879;3327433	3327339;3327586	-;-	615	0	0	0	0	0	1	5	1	1	0	0	0	0	0	1	0	2	0	1	1	0	2
DDB_G0270914	1	3328824	3329855	+	1032	7	123	38	12	11	14	54	392	400	402	259	3	238	151	56	83	406	1524	664	213	579	491
DDB_G0270916	1	3330425	3331198	+	774	48	12	20	16	14	5	22	9	24	9	8	77	37	33	32	30	31	42	19	19	11	10
DDB_G0270918	1;1;1;1	3332167;3332628;3333066;3333626	3332533;3332964;3333474;3336672	+;+;+;+	4160	82	86	342	197	219	188	189	382	769	603	474	26	38	134	85	108	132	678	240	180	447	244
DDB_G0269692	1	3337065	3338937	+	1873	11	58	102	93	50	29	30	31	46	29	29	9	36	58	54	11	17	28	11	13	19	21
DDB_G0269694	1;1;1	3339032;3342073;3343258	3341983;3343158;3343917	-;-;-	4698	394	380	588	618	683	511	447	399	618	447	551	122	264	393	457	404	357	400	308	204	553	302
DDB_G0269696	1;1	3345400;3346270	3346169;3350536	+;+	5037	64	53	107	101	118	131	121	180	430	284	254	73	62	87	125	99	119	143	143	105	228	113
DDB_G0269698	1;1	3350709;3351471	3351327;3351652	-;-	801	4	49	27	8	4	1	7	8	12	8	12	11	3	11	8	3	1	0	0	9	23	13
DDB_G0269700	1;1	3351880;3352095	3351929;3354728	+;+	2684	20	69	30	17	15	18	19	13	45	47	30	14	27	14	18	15	15	13	23	11	38	28
DDB_G0269172	1;1	3354716;3355025	3354908;3358939	-;-	4108	81	129	134	106	103	119	69	88	169	130	327	65	86	137	136	134	106	236	110	132	164	112
DDB_G0269240	1;1;1	3360276;3360637;3360954	3360454;3360812;3361285	+;+;+	687	307	412	599	411	416	297	449	655	972	550	572	345	907	764	821	810	830	595	900	466	1020	930
DDB_G0270830	1	3361680	3363770	-	2091	53	23	45	55	51	38	35	37	67	63	73	48	26	45	114	63	57	24	28	48	67	76
DDB_G0270618	1;1;1	3364045;3364445;3364761	3364293;3364680;3365508	+;+;+	1233	297	77	80	198	174	102	99	106	138	109	110	346	175	148	551	236	196	89	155	169	185	174
DDB_G0269702	1;1;1;1	3365719;3365967;3366147;3366277	3365839;3366041;3366193;3366285	-;-;-;-	252	6	6	16	1	1	17	57	60	49	91	116	4	5	20	14	53	165	64	99	11	29	148
DDB_G0269704	1;1;1;1	3367372;3367566;3367864;3368417	3367442;3367749;3368302;3369016	-;-;-;-	1294	105	84	93	104	104	79	103	120	209	184	166	125	79	105	163	136	100	200	111	110	193	149
DDB_G0271094	1;1	3369734;3370892	3370813;3371116	-;-	1305	908	531	439	419	512	441	616	1069	2208	1817	1487	832	743	681	964	737	858	455	1277	816	1456	1169
DDB_G0269120	1;1;1;1;1	3371501;3371709;3371853;3372044;3372428	3371616;3371768;3371952;3372312;3372551	-;-;-;-;-	669	973	556	660	587	546	366	414	413	553	410	380	1758	1328	1396	1656	855	495	226	564	756	860	905
DDB_G0269706	1;1	3373081;3373453	3373263;3375001	+;+	1732	22	38	46	43	36	32	23	31	38	23	29	12	25	47	52	21	28	19	6	10	48	39
DDB_G0270920	1	3375119	3378478	-	3360	121	20	94	76	99	64	42	27	54	32	45	117	24	95	136	121	59	58	65	53	61	38
DDB_G0269708	1;1	3379646;3379903	3379799;3380673	+;+	925	1490	1512	1440	1283	1563	1731	1801	1770	1775	1398	929	651	2904	1614	1406	2066	3060	8002	2184	902	1791	1729
DDB_G0270922	1;1;1;1	3381326;3381530;3381656;3381895	3381434;3381546;3381782;3382028	+;+;+;+	387	1338	1084	1179	939	766	426	462	306	171	56	30	4827	4700	2433	2910	1255	943	81	428	1254	249	203
DDB_G0269710	1;1	3383677;3385869	3385774;3388102	-;-	4332	74	153	201	152	194	190	207	304	419	360	325	33	127	114	165	215	268	358	206	148	336	212
DDB_G0269712	1;1	3388849;3390212	3390021;3390263	-;-	1225	492	188	145	173	137	111	138	126	287	205	425	317	243	136	158	161	181	384	190	233	264	241
DDB_G0270622	1;1	3390995;3391343	3391174;3391509	+;+	347	106	34	28	45	58	29	45	40	89	26	32	168	118	61	92	131	142	189	99	71	62	65
DDB_G0269714	1;1;1	3391642;3392059;3392941	3391979;3392835;3393057	-;-;-	1232	517	162	113	245	224	181	209	238	375	309	246	398	231	200	402	278	222	88	266	238	316	240
DDB_G0270926	1	3393751	3394743	+	993	3	1	1	0	0	0	1	6	49	52	38	1	0	1	0	5	3	4	21	9	35	27
DDB_G0270624	1;1;1	3394913;3395106;3395314	3395009;3395185;3395551	-;-;-	415	0	4	4	3	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1
DDB_G0269716	1;1	3397004;3397405	3397310;3398176	-;-	1079	751	530	476	458	503	349	396	217	248	247	164	1081	918	958	1026	654	469	139	232	419	346	263
DDB_G0270928	1;1;1;1;1;1	3398954;3399193;3399434;3399582;3399786;3400305	3399058;3399296;3399462;3399673;3400222;3400700	+;+;+;+;+;+	1163	180	125	198	233	268	162	275	298	522	378	399	153	142	337	345	339	315	525	296	232	526	336
DDB_G0269718	1	3402124	3406095	-	3972	205	228	381	472	443	426	290	228	262	223	282	63	82	179	185	247	199	278	120	90	234	176
DDB_G0269720	1;1;1;1;1;1	3410490;3410817;3411166;3412390;3412841;3413496	3410650;3411062;3412291;3412766;3413321;3413579	-;-;-;-;-;-	2475	22	44	74	39	22	14	13	33	57	35	51	27	20	37	33	14	21	7	12	23	50	20
DDB_G0269722	1;1	3414172;3414343	3414265;3415170	+;+	922	199	38	22	39	53	60	78	63	69	23	37	232	143	33	88	136	116	89	80	87	63	63
DDB_G0270932	1;1;1;1;1;1	3416701;3418384;3419621;3420108;3420108;3420108	3416885;3418574;3419788;3423103;3423103;3423103	+;+;+;+;+;+	3540	435	521	637	541	618	738	1833	1821	2128	1797	2120	343	734	552	775	1233	2033	1148	1237	706	2030	1267
DDB_G0269724	1;1	3424394;3425053	3424937;3425574	+;+	1066	250	64	173	221	239	153	158	169	329	220	282	215	155	275	402	306	195	141	263	212	397	468
DDB_G0269726	1;1	3425746;3426676	3426594;3426978	-;-	1152	192	80	104	109	113	102	142	159	221	220	183	246	258	216	202	215	191	67	208	162	231	141
DDB_G0269728	1;1;1;1	3427645;3427831;3428314;3428700	3427707;3428202;3428589;3428995	+;+;+;+	1007	103	13	36	45	49	34	41	33	57	32	33	126	50	49	91	56	31	11	41	57	54	57
DDB_G0269730	1	3429130	3429774	-	645	2	0	13	5	0	1	1	0	0	18	9	0	2	4	1	7	1	3	2	0	0	13
DDB_G0270826	1;1;1;1;1	3432365;3432745;3433200;3433335;3434503	3432603;3433091;3433250;3434296;3434808	+;+;+;+;+	1905	321	1052	643	338	384	177	200	272	361	270	749	304	2056	1205	786	364	221	117	378	225	1063	1431
DDB_G0269166	1;1;1	3436512;3436642;3438467	3436542;3436794;3441900	+;+;+	3618	937	2038	2290	1583	1531	1316	1537	1949	2401	1434	2143	430	1962	1405	1410	1552	2022	1883	1503	682	1974	2293
DDB_G0269732	1;1	3443410;3443937	3443610;3446174	+;+	2439	323	42	166	219	188	101	95	176	345	271	225	34	20	126	57	57	93	284	260	88	239	162
DDB_G0270626	1;1;1;1	3447052;3447515;3447711;3448552	3447236;3447594;3448359;3449746	+;+;+;+	2109	192	105	231	208	238	203	243	268	460	322	383	183	223	234	369	301	317	266	301	198	380	297
DDB_G0269734	1;1;1	3450462;3450876;3451241	3450791;3451163;3451367	+;+;+	745	25	15	13	12	16	5	12	14	21	10	13	13	7	21	22	3	5	4	3	6	15	16
DDB_G0269736	1;1;1;1	3451792;3453049;3453888;3454122	3452902;3453677;3454010;3454318	-;-;-;-	2060	46	15	15	16	21	6	11	6	6	3	6	18	10	11	21	6	3	2	5	10	16	4
DDB_G0269738	1;1	3455165;3455766	3455681;3456362	+;+	1114	1011	192	320	317	357	332	258	155	201	199	140	559	212	464	652	298	181	42	172	256	256	251
DDB_G0270628	1;1	3456576;3459769	3459678;3460513	+;+	3848	2	1	0	1	2	0	0	0	0	2	0	1	0	1	1	1	1	0	0	1	0	0
DDB_G0269216	1;1;1;1	3461467;3461746;3461972;3462246	3461623;3461847;3462033;3462409	-;-;-;-	485	36	17	15	28	24	21	22	27	61	37	29	72	49	44	65	54	52	22	47	44	50	53
DDB_G0269740	1;1;1	3463269;3463811;3464521	3463708;3464422;3465817	+;+;+	2349	1302	433	516	761	670	1187	1091	916	754	475	550	1097	1108	1201	2799	1924	1930	1132	912	761	938	890
DDB_G0269742	1;1;1;1	3466584;3467271;3467566;3467906	3467196;3467487;3467809;3468370	+;+;+;+	1539	374	150	445	339	401	360	286	270	396	224	203	541	176	507	669	421	365	127	201	262	294	208
DDB_G0269744	1	3468500	3469897	-	1398	30	34	33	47	42	36	47	48	64	58	53	38	52	48	68	83	55	75	58	51	57	60
DDB_G0270630	1;1	3470538;3470687	3470562;3471360	+;+	699	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
DDB_G0269746	1;1;1;1	3471521;3471769;3472006;3472526	3471692;3471922;3472429;3472894	+;+;+;+	1119	87	46	65	73	64	63	68	66	126	63	44	108	21	121	137	53	56	5	18	39	85	32
DDB_G0269748	1;1	3473013;3474631	3474403;3474739	-;-	1500	1	0	13	10	5	7	4	5	3	28	4	2	0	4	10	4	8	0	3	2	2	9
DDB_G0269226	1;1;1;1	3476672;3478195;3478817;3479273	3478083;3478549;3479076;3479403	-;-;-;-	2158	628	147	245	348	486	606	321	195	192	167	75	349	156	243	383	292	133	47	164	140	169	100
DDB_G0269750	1;1;1	3480423;3480712;3481155	3480518;3481044;3481503	+;+;+	778	256	284	692	558	547	416	473	488	492	333	314	270	645	865	1008	674	500	91	415	264	541	688
DDB_G0269754	1;1	3484288;3484829	3484644;3485533	+;+	1062	15	4	8	11	9	7	12	28	105	64	34	21	1	21	12	9	4	4	15	23	55	18
DDB_G0270934	1;1;1;1	3485720;3486243;3486625;3486888	3486149;3486483;3486716;3487242	-;-;-;-	1118	66	54	46	61	68	71	87	92	154	103	125	124	50	57	97	66	86	57	137	108	152	231
DDB_G0270936	1;1	3488110;3488359	3488121;3489072	-;-	726	89	39	25	45	62	59	54	50	95	101	79	140	109	69	124	80	88	48	81	94	97	73
DDB_G0269756	1;1;1	3489314;3489974;3491085	3489827;3490948;3491438	-;-;-	1843	1104	236	108	195	263	219	196	203	269	148	140	801	313	182	368	285	205	146	201	257	182	102
DDB_G0270632	1;1	3492316;3494380	3494304;3494982	-;-	2592	13	20	17	15	18	13	27	49	106	52	51	13	10	17	30	19	39	47	25	23	54	22
novel_gene_6	1;1	3495494;3496255	3496164;3496500	+;+	917	2	3	3	9	6	3	4	7	31	16	16	2	3	8	16	10	21	23	14	9	14	12
novel_gene_7	1	3495494	3496500	+	1007	2	3	3	9	6	3	4	7	31	17	17	2	3	8	16	10	21	23	14	9	16	12
DDB_G0269758	1	3496969	3500265	+	3297	13	1	12	17	16	9	19	15	22	18	7	8	1	5	11	5	11	3	1	3	7	1
DDB_G0269124	1;1;1;1;1;1;1;1;1;1	3500588;3500588;3500588;3505070;3505070;3505070;3505252;3505252;3505298;3506519	3503848;3503848;3503848;3505134;3505134;3505134;3505350;3505416;3505416;3506557	-;-;-;-;-;-;-;-;-;-	3530	163	16	403	78	23	43	72	177	176	1733	302	15	10	193	73	120	137	80	249	35	79	636
DDB_G0270940	1	3508370	3509414	-	1045	4	1	9	6	2	0	1	3	9	12	14	5	2	5	6	0	0	0	2	3	6	13
DDB_G0269760	1;1	3510433;3510764	3510513;3511836	+;+	1154	75	100	143	144	141	122	170	177	249	166	194	103	123	188	248	273	252	395	189	134	241	251
DDB_G0269762	1	3512075	3514560	-	2486	1203	217	131	309	350	259	269	245	283	237	145	977	440	206	442	461	274	172	280	364	235	176
DDB_G0269764	1	3515795	3517263	+	1469	124	25	61	99	87	47	41	36	52	41	40	119	70	107	212	87	59	37	92	69	84	49
DDB_G0269766	1;1	3517400;3517600	3517489;3517895	-;-	386	185	91	51	62	64	52	54	51	41	29	21	358	168	139	238	202	66	22	45	120	87	42
DDB_G0270942	1;1	3518878;3519155	3519024;3519450	-;-	443	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	1	0	0	0	1	6
DDB_G0269768	1;1	3520913;3521166	3521011;3522843	+;+	1777	1744	1078	1100	1112	1212	1027	1095	1560	2193	1614	1011	1497	1159	1289	1396	1322	1423	1013	1222	842	1059	560
DDB_G0269770	1;1;1;1	3523245;3523800;3524235;3524740	3523677;3524091;3524587;3524948	-;-;-;-	1287	97	161	238	229	220	179	321	513	796	479	433	149	224	286	394	253	494	218	475	262	493	344
DDB_G0269772	1;1;1;1	3525743;3526167;3526567;3526791	3526005;3526452;3526661;3526869	+;+;+;+	723	407	300	375	277	267	234	632	1086	1899	1023	813	594	404	580	714	410	666	155	996	662	939	711
DDB_G0269774	1;1;1	3527112;3527413;3528096	3527262;3527918;3528263	+;+;+	825	6	2	6	6	6	1	14	41	115	44	79	5	2	5	9	10	32	18	13	32	82	30
DDB_G0269776	1;1;1	3528359;3529228;3529582	3529141;3529419;3529824	-;-;-	1218	33	9	16	21	15	24	47	60	104	84	77	19	32	40	50	66	82	195	80	49	95	49
DDB_G0270634	1;1;1;1	3530459;3530964;3531166;3531811	3530636;3531049;3531709;3532112	+;+;+;+	1110	1078	513	865	881	927	827	857	681	718	487	414	1329	1018	1075	1632	1592	1370	1258	653	651	674	585
DDB_G0270636	1;1;1	3534092;3534411;3534685	3534127;3534516;3537641	+;+;+	3099	11	90	21	15	9	4	3	5	12	11	19	2	183	35	17	9	5	9	6	6	8	8
DDB_G0269192	1;1;1	3537931;3538111;3539134	3538008;3539026;3539386	+;+;+	1247	275	97	148	190	215	141	152	142	230	147	158	254	230	263	363	242	199	121	187	168	216	208
DDB_G0269222	1;1;1;1	3539581;3543638;3543931;3544424	3543530;3543782;3544323;3544525	-;-;-;-	4590	20	27	43	61	35	20	166	628	1108	807	561	13	17	23	66	77	269	337	263	139	319	222
DDB_G0269778	1;1;1;1	3547267;3547444;3547926;3548504	3547366;3547767;3548319;3548768	+;+;+;+	1083	131	58	131	143	156	104	163	237	374	230	229	50	42	120	153	146	216	230	139	88	175	130
DDB_G0269780	1;1;1;1;1;1	3549305;3549631;3549937;3550944;3551228;3552804	3549507;3549794;3550857;3551105;3552706;3553063	+;+;+;+;+;+	3189	89	58	50	73	82	48	78	99	202	152	153	86	36	62	84	75	65	70	50	63	135	49
DDB_G0269782	1	3553343	3554216	-	874	27	5	20	20	19	12	30	50	75	62	29	37	16	15	30	25	33	30	57	34	71	72
DDB_G0269784	1;1	3555257;3555805	3555612;3556092	+;+	644	55	16	33	37	35	24	45	38	47	28	34	124	46	52	83	66	76	38	34	51	55	25
DDB_G0269786	1;1;1	3556539;3556791;3557378	3556702;3557254;3557541	+;+;+	792	173	26	53	65	77	46	69	89	224	124	132	235	85	101	139	92	118	121	156	131	176	135
DDB_G0269788	1;1	3558146;3558445	3558328;3559074	+;+	813	409	287	460	333	254	117	92	102	99	54	50	467	319	454	547	192	133	110	76	170	110	72
DDB_G0270946	1;1	3559643;3559909	3559825;3560583	+;+	858	189	40	22	28	52	28	38	48	33	14	10	190	26	27	40	23	26	16	12	65	21	6
DDB_G0270948	1;1;1;1	3561022;3561298;3562072;3562759	3561216;3561955;3562661;3562855	+;+;+;+	1540	64	25	78	53	81	55	97	117	178	122	73	71	66	104	148	131	157	109	124	62	136	57
DDB_G0269790	1;1;1	3563557;3563984;3564257	3563860;3564147;3566464	+;+;+	2676	3106	511	520	425	402	303	173	170	463	622	553	2136	394	451	741	413	183	76	235	650	561	401
novel_gene_8	1	3571957	3577829	+	5873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0269794	1	3580930	3581723	+	794	0	0	4	0	0	3	1	10	87	109	52	1	0	0	2	2	4	9	26	36	76	29
DDB_G0270640	1;1;1;1	3581891;3582944;3583385;3584106	3582870;3583189;3583973;3584991	-;-;-;-	2701	360	455	497	545	609	592	550	551	702	554	538	298	532	528	699	762	659	559	385	327	667	505
DDB_G0270642	1;1;1;1	3586235;3586384;3587878;3588469	3586285;3587817;3588369;3588840	-;-;-;-	2349	16	10	5	1	5	6	8	11	10	2	8	2	6	5	7	6	11	13	0	1	7	0
DDB_G0270958	1;1;1;1	3595722;3595877;3597447;3598039	3595763;3597385;3597935;3598413	-;-;-;-	2415	39	6	5	7	8	13	29	32	32	6	3	20	5	0	10	14	29	24	14	6	7	4
DDB_G0270962	1;1;1;1;1;1;1;1;1;1;1;1;1;1	3599415;3599415;3600234;3600234;3600795;3600795;3601372;3601372;3601570;3601570;3604145;3604145;3605271;3605271	3600049;3600049;3600710;3600710;3601232;3601232;3601426;3601426;3604065;3604065;3605178;3605178;3609732;3609732	+;+;+;+;+;+;+;+;+;+;+;+;+;+	9597	41	21	16	28	41	33	49	54	50	36	28	28	20	22	30	58	69	102	39	26	33	32
DDB_G0270644	1;1;1;1	3610258;3610373;3611922;3612505	3610299;3611857;3612383;3612888	-;-;-;-	2373	4	13	8	8	17	9	18	13	34	12	11	8	9	2	11	14	18	17	16	9	12	6
DDB_G0295763	1;1	3613525;3614481	3614405;3615579	+;+	1980	1	0	0	0	0	0	0	1	1	0	0	3	0	1	2	4	1	0	0	1	0	0
DDB_G0270966	1;1;1	3627208;3627621;3628008	3627522;3627920;3628552	+;+;+	1160	61	18	42	48	46	30	37	75	144	69	49	81	34	48	105	90	109	219	94	72	69	58
DDB_G0269800	1;1;1	3628624;3630434;3630896	3630296;3630761;3631045	-;-;-	2151	55	19	61	75	51	25	26	23	85	53	61	72	3	73	81	60	34	56	37	38	46	24
DDB_G0269802	1	3631591	3633453	+	1863	49	19	26	34	38	42	52	77	95	50	46	43	2	46	57	31	45	27	13	32	51	27
DDB_G0270646	1	3633884	3635973	+	2090	12	4	15	15	28	4	6	8	13	6	6	15	4	15	26	7	3	3	3	8	15	5
DDB_G0270652	1;1	3647265;3647487	3647412;3648460	+;+	1122	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	1	0
DDB_G0269156	1;1	3649783;3649928	3649833;3652409	+;+	2533	7623	9315	13095	10906	12619	11044	6721	5731	7287	5817	5318	2417	9662	13649	11639	10966	6328	3093	5371	2693	6470	6333
DDB_G0307697	1	3653284	3655450	-	2167	64	28	63	73	81	75	76	99	179	135	113	55	43	53	73	116	138	112	72	67	106	64
DDB_G0307694	1	3655957	3658191	-	2235	3	9	42	18	14	16	15	13	34	20	36	3	7	17	18	22	15	10	13	16	51	29
DDB_G0269812	1	3658614	3659264	-	651	48	4	43	28	26	21	21	24	15	6	4	67	25	61	56	39	23	13	31	25	27	19
DDB_G0269814	1;1;1;1	3661674;3663236;3663618;3664075	3663131;3663532;3663930;3664325	-;-;-;-	2319	303	87	111	197	179	120	109	110	204	142	98	261	99	120	236	159	158	84	77	100	124	92
DDB_G0269816	1;1	3664995;3665216	3665120;3666429	+;+	1340	24	9	16	19	27	11	15	36	60	46	51	19	6	18	27	21	33	26	29	31	68	31
DDB_G0269818	1;1	3667020;3667369	3667282;3667381	-;-	276	0	2	1	0	1	2	0	1	0	0	2	0	0	0	0	1	1	1	1	1	1	0
DDB_G0269820	1;1	3669036;3669135	3669048;3669397	+;+	276	1	2	3	0	0	1	1	0	1	0	0	1	3	2	0	0	1	0	2	0	0	0
DDB_G0269822	1	3669575	3671080	-	1506	84	42	78	61	58	39	46	43	44	28	25	78	44	73	95	73	42	34	38	36	49	30
DDB_G0269824	1;1	3671500;3671891	3671758;3673038	+;+	1407	46	39	87	68	80	61	73	74	99	63	52	44	44	65	97	103	77	108	65	44	116	68
DDB_G0270658	1;1;1	3673826;3674007;3674264	3673868;3674156;3674458	+;+;+	388	5294	3441	2945	2028	1566	1558	1355	1224	929	1058	454	10094	12360	4781	4585	4744	3972	3551	1654	3264	1072	1298
DDB_G0269826	1;1;1	3675572;3676963;3678516	3676259;3678411;3680023	-;-;-	3645	14	0	4	2	2	4	3	35	156	74	53	3	0	0	4	1	5	9	44	35	69	66
DDB_G0270836	1	3681011	3682051	+	1041	186	62	284	438	499	665	1097	573	598	499	484	187	108	750	1291	1231	1045	164	494	325	797	1128
DDB_G0269828	1	3682301	3683583	+	1283	65	13	13	22	25	14	19	13	25	30	14	52	17	27	32	45	34	66	18	30	28	22
DDB_G0269830	1;1	3683798;3684285	3684170;3685422	-;-	1511	103	13	12	29	43	29	24	19	19	16	13	113	28	10	54	52	40	42	23	36	29	27
DDB_G0269832	1	3685613	3686542	+	930	30	2	2	4	8	12	16	11	10	8	9	17	8	11	24	21	11	17	19	13	17	20
DDB_G0269834	1	3686553	3687892	-	1340	175	80	104	160	177	132	106	58	74	58	44	186	170	171	205	150	68	14	72	78	94	66
DDB_G0269836	1	3688411	3689196	-	786	1	21	141	42	38	15	5	2	2	2	0	2	29	212	134	16	3	0	1	3	8	8
DDB_G0269838	1;1	3690037;3690560	3690484;3690714	+;+	603	13	4	11	6	11	15	16	28	53	21	12	9	14	19	21	28	38	83	36	13	20	18
DDB_G0270972	1;1	3691172;3691912	3691782;3692200	-;-	900	833	268	236	265	317	266	201	271	653	1018	1032	842	395	340	443	412	372	449	445	599	1224	1152
DDB_G0270662	1	3696049	3696528	-	480	0	0	1	0	1	0	0	0	5	5	7	0	0	1	3	1	1	0	3	2	0	4
DDB_G0269840	1;1	3697371;3698889	3698748;3699178	-;-	1668	153	48	79	81	83	76	92	124	240	119	122	140	64	86	122	112	126	150	92	99	121	94
DDB_G0270664	1;1	3699508;3699966	3699834;3701813	+;+	2175	34	50	54	58	52	42	55	55	100	60	65	38	16	40	55	32	72	8	22	37	51	35
DDB_G0269842	1;1;1;1;1;1;1	3701943;3701943;3705670;3705670;3706829;3707389;3707389	3705443;3705443;3706947;3706401;3706947;3707494;3707494	-;-;-;-;-;-;-	4885	348	65	358	364	412	530	204	237	396	427	494	93	63	696	306	339	334	1023	360	327	721	603
DDB_G0269846	1	3710387	3710746	-	360	2	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0
DDB_G0269848	1;1;1;1	3711631;3712093;3712384;3712861	3711998;3712290;3712720;3713063	+;+;+;+	1106	225	107	203	208	218	172	166	212	316	199	189	285	103	276	427	158	233	36	160	205	329	263
DDB_G0270666	1;1;1;1;1;1	3713353;3714040;3714260;3714772;3718314;3718623	3713957;3714188;3714666;3718229;3718541;3718750	-;-;-;-;-;-	4975	126	71	207	271	382	371	279	113	165	108	240	101	40	208	258	309	148	56	44	53	193	191
DDB_G0269850	1;1	3719484;3719630	3719538;3722655	+;+	3081	1008	918	1400	601	305	206	98	57	62	43	62	502	535	642	407	269	98	63	55	137	110	117
DDB_G0270668	1;1;1;1;1;1;1;1	3723381;3723882;3724141;3724547;3724709;3724875;3727558;3727869	3723810;3724027;3724460;3724639;3724795;3727477;3727779;3727999	-;-;-;-;-;-;-;-	4032	429	153	566	534	735	543	522	332	441	335	401	352	249	588	754	528	399	255	252	218	551	446
DDB_G0270670	1;1;1	3731263;3731922;3732311	3731828;3732153;3734083	+;+;+	2571	1374	781	975	993	1093	947	1285	2285	4727	3224	1958	915	549	971	1277	979	1254	612	1604	869	1333	603
DDB_G0269220	1;1	3734477;3734858	3734731;3734926	+;+	324	30	1	3	3	7	5	9	9	6	3	11	48	17	14	25	11	6	6	11	13	16	12
DDB_G0269178	1;1	3735334;3736189	3735962;3736326	-;-	767	0	0	2	1	0	0	1	0	0	3	2	0	0	1	1	0	1	0	0	1	0	3
DDB_G0269218	1;1	3736743;3737068	3736965;3737341	-;-	497	116	22	19	18	30	19	25	15	27	9	22	206	76	30	44	40	30	29	34	62	34	23
DDB_G0269854	1;1	3737738;3739070	3738922;3739247	-;-	1363	438	74	108	122	158	156	136	188	322	340	238	114	88	117	125	156	158	136	188	117	211	121
DDB_G0270672	1;1;1;1	3740758;3741397;3741597;3741849	3741312;3741515;3741755;3742851	-;-;-;-	1836	1	3	8	3	3	0	0	0	1	0	2	0	2	9	1	0	0	1	0	0	2	1
DDB_G0269856	1;1	3743580;3743932	3743859;3744917	+;+	1266	120	31	111	71	52	29	17	21	24	28	15	89	37	189	149	31	17	5	14	41	38	19
DDB_G0269858	1;1;1	3745025;3745941;3746286	3745871;3746219;3746842	-;-;-	1683	7	2	1	8	5	3	3	4	3	2	2	4	1	1	10	5	3	2	1	3	12	4
DDB_G0269860	1;1;1	3747132;3747381;3747978	3747224;3747757;3750705	+;+;+	3198	310	126	74	111	206	194	139	158	136	68	59	216	106	51	155	150	119	35	74	98	87	54
DDB_G0269254	1	3751652	3752725	+	1074	67	11	136	128	44	37	64	70	74	554	308	39	38	113	72	177	129	64	173	58	60	372
