# Program:featureCounts v2.0.0; Command:featureCounts -a reference/D_discoideum_PASAua.gtf -o featureCounts/counts.txt -s 2 -T 4 merged_mapped/SI-2309-FS146-0h-h.bam merged_mapped/SI-2309-FS146-0h-i.bam merged_mapped/SI-2309-FS146-0h-j.bam merged_mapped/SI-2309-FS146-0h-k.bam merged_mapped/SI-2309-FS146-10h-h.bam merged_mapped/SI-2309-FS146-10h-i.bam merged_mapped/SI-2309-FS146-10h-j.bam merged_mapped/SI-2309-FS146-10h-k.bam merged_mapped/SI-2309-FS146-2h-h.bam merged_mapped/SI-2309-FS146-2h-i.bam merged_mapped/SI-2309-FS146-2h-j.bam merged_mapped/SI-2309-FS146-2h-k.bam merged_mapped/SI-2309-FS146-4h-h.bam merged_mapped/SI-2309-FS146-4h-i.bam merged_mapped/SI-2309-FS146-4h-j.bam merged_mapped/SI-2309-FS146-4h-k.bam merged_mapped/SI-2309-FS146-6h-h.bam merged_mapped/SI-2309-FS146-6h-i.bam merged_mapped/SI-2309-FS146-6h-j.bam merged_mapped/SI-2309-FS146-6h-k.bam merged_mapped/SI-2309-FS146-8h-h.bam merged_mapped/SI-2309-FS146-8h-i.bam merged_mapped/SI-2309-FS146-8h-j.bam merged_mapped/SI-2309-FS146-8h-k.bam																													
Geneid	Chr	Start	End	Strand	Length	merged_mapped/SI-2309-FS146-0h-h.bam	merged_mapped/SI-2309-FS146-0h-i.bam	merged_mapped/SI-2309-FS146-0h-j.bam	merged_mapped/SI-2309-FS146-0h-k.bam	merged_mapped/SI-2309-FS146-10h-h.bam	merged_mapped/SI-2309-FS146-10h-i.bam	merged_mapped/SI-2309-FS146-10h-j.bam	merged_mapped/SI-2309-FS146-10h-k.bam	merged_mapped/SI-2309-FS146-2h-h.bam	merged_mapped/SI-2309-FS146-2h-i.bam	merged_mapped/SI-2309-FS146-2h-j.bam	merged_mapped/SI-2309-FS146-2h-k.bam	merged_mapped/SI-2309-FS146-4h-h.bam	merged_mapped/SI-2309-FS146-4h-i.bam	merged_mapped/SI-2309-FS146-4h-j.bam	merged_mapped/SI-2309-FS146-4h-k.bam	merged_mapped/SI-2309-FS146-6h-h.bam	merged_mapped/SI-2309-FS146-6h-i.bam	merged_mapped/SI-2309-FS146-6h-j.bam	merged_mapped/SI-2309-FS146-6h-k.bam	merged_mapped/SI-2309-FS146-8h-h.bam	merged_mapped/SI-2309-FS146-8h-i.bam	merged_mapped/SI-2309-FS146-8h-j.bam	merged_mapped/SI-2309-FS146-8h-k.bam
DDB_G0293388	6;6	2798298;2800254	2800158;2800804	-;-	2412	13711	17541	14577	16295	2710	2316	3429	1650	2165	3963	5473	1918	17561	7149	12163	5658	12190	6811	11433	4697	2622	3098	5294	2927
DDB_G0293372	6;6;6	2801637;2803851;2804101	2803784;2804002;2804395	-;-;-	2595	2228	3771	4860	7654	423	1234	836	274	179	235	163	110	3368	1953	4614	1438	3627	4154	4837	2459	1054	622	918	565
DDB_G0293374	6;6	2804863;2805342	2805219;2805532	-;-	548	2410	2879	2544	2413	5586	1913	2707	2554	453	319	345	197	893	520	561	367	1368	1232	868	364	2135	889	1355	1183
DDB_G0293376	6;6	2805921;2817262	2817162;2817924	-;-	11905	2301	6383	3585	4075	616	749	989	426	7912	7387	1401	2161	5038	2110	3162	2386	2416	1524	2599	1860	769	598	414	520
DDB_G0293378	6;6;6;6;6;6;6;6	2818954;2818954;2819214;2819214;2819527;2819527;2820074;2821035	2819102;2819102;2819387;2819387;2819666;2819607;2820821;2821153	+;+;+;+;+;+;+;+	1330	12103	13553	12323	12079	16420	10658	7132	6001	21034	14499	12603	4174	25335	8849	14746	8395	22126	14912	11596	8778	21569	4910	10440	12100
DDB_G0293364	6;6	2822106;2823077	2822976;2824254	+;+	2049	739	830	1820	3646	968	3478	2423	1099	5796	4699	3887	2697	15480	4052	9442	8079	5349	5772	5303	6783	1746	1353	2312	3360
DDB_G0293380	6	2824533	2826236	+	1704	84	86	84	128	37	115	44	31	97	109	27	21	73	28	103	57	101	133	109	80	47	22	23	40
DDB_G0293390	6	2828734	2830127	+	1394	3	2	0	4	321	224	117	116	0	2	1	0	2	0	2	1	5	1	3	4	487	44	159	223
DDB_G0293392	6	2830454	2831647	+	1194	1040	1029	950	1028	484	844	464	396	418	432	330	160	2266	654	1673	677	1954	1506	1190	1090	1480	523	572	1118
DDB_G0293394	6;6	2831683;2832063	2831967;2832890	-;-	1113	244	320	342	359	85	96	57	38	226	172	110	27	108	33	62	45	108	82	61	49	74	30	42	64
DDB_G0293396	6;6	2833626;2835203	2835119;2836212	+;+	2504	114	136	182	242	386	371	285	288	209	220	42	37	187	97	63	57	193	257	150	126	196	67	52	84
DDB_G0293402	6	2841033	2842064	-	1032	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0
DDB_G0293410	6	2842898	2843467	-	570	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2	1	0	0	0	1	0	0
DDB_G0293412	6;6	2844115;2845199	2845078;2846244	+;+	2010	426	697	693	870	116	215	151	61	200	392	127	62	936	441	1332	370	456	568	517	248	176	99	134	116
DDB_G0293404	6;6;6;6	2846362;2846653;2846996;2847103	2846488;2846912;2847024;2847210	-;-;-;-	524	274	333	431	310	846	414	419	239	640	454	424	161	453	164	416	258	591	242	262	244	1333	302	654	732
DDB_G0293414	6	2847807	2852673	+	4867	699	2200	1256	1168	322	195	161	197	603	648	59	164	399	166	144	199	277	98	286	223	254	154	78	142
DDB_G0293406	6;6;6	2852833;2855962;2856322	2855847;2856214;2856546	-;-;-	3493	158	264	250	259	318	249	152	194	284	312	79	59	356	195	147	175	343	173	254	366	405	107	76	154
DDB_G0295793	6;6;6	2856754;2857270;2858952	2857078;2858949;2858954	+;+;+	2008	270	881	652	781	913	137	187	414	728	1040	11	526	526	73	110	459	267	45	367	84	187	167	89	188
DDB_G0293418	6	2859059	2859326	+	268	29	96	47	86	89	27	25	43	84	113	3	83	64	7	23	64	40	10	53	12	35	22	23	26
DDB_G0293420	6;6;6	2859512;2859975;2860716	2859848;2860644;2861062	+;+;+	1354	78	65	72	72	11	26	25	20	111	76	45	24	61	21	38	21	66	20	51	65	27	22	30	42
DDB_G0293416	6	2861187	2863916	-	2730	8094	11751	13503	17784	2468	4375	3141	1217	2499	3128	1830	971	15299	5353	17257	4467	9656	9778	9171	3904	5813	2228	2945	3165
DDB_G0293428	6	2864634	2865472	-	839	1957	2025	1681	1580	471	691	548	295	2807	1905	1433	437	1371	451	1471	883	1083	1061	825	491	810	243	716	630
DDB_G0293422	6	2865868	2866077	-	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
DDB_G0293424	6	2868511	2868928	+	418	4375	5069	4449	4404	4934	3255	2701	2621	5327	3953	4859	1630	6136	2041	6147	3246	5457	3154	2836	2665	8599	2176	4955	5235
DDB_G0293448	6;6	2875055;2876669	2876142;2877094	-;-	1514	1546	1713	1639	1464	949	973	632	490	2752	2195	1143	381	3743	1136	4574	1537	3553	2405	2232	1461	1595	427	952	1038
DDB_G0293434	6;6;6;6;6	2877665;2877665;2878298;2878298;2879080	2878176;2878176;2878388;2878428;2879175	-;-;-;-;-	739	26223	25234	22750	23867	13794	11085	8376	7992	33885	33559	35994	22291	43571	14183	15981	13296	34142	17415	20183	16677	10914	6997	13298	13747
DDB_G0293436	6;6;6;6;6	2880238;2880500;2880807;2880952;2882306	2880387;2880688;2880866;2882209;2885774	+;+;+;+;+	5126	1215	2132	1260	1460	271	886	449	149	4318	3543	816	676	1804	722	942	758	1623	949	1003	1449	635	314	317	361
DDB_G0293438	6;6;6;6	2891234;2894742;2895243;2895399	2894614;2895108;2895273;2895850	-;-;-;-	4231	7557	14188	10489	10025	2128	3292	2343	1082	8688	7795	1719	2075	6466	4630	4362	2513	6591	3643	4048	4745	5086	1824	1160	2150
DDB_G0293440	6	2897244	2898395	-	1152	2	1	3	3	2313	557	1233	1449	4	0	1	1	0	0	0	0	0	4	2	3	283	39	57	86
DDB_G0293442	6;6	2899362;2900637	2900500;2900814	-;-	1317	3	0	6	4	3	5	6	2	0	2	0	1	0	0	0	2	0	1	0	0	0	0	2	1
DDB_G0293444	6;6;6;6;6	2901303;2901432;2901678;2902423;2903009	2901344;2901558;2902204;2902880;2903261	-;-;-;-;-	1407	3712	4020	3790	3340	3979	6096	3782	2919	13118	9775	8072	3791	6692	2269	4471	3240	8414	6145	4493	4639	11609	2205	5999	6835
DDB_G0293450	6;6;6;6	2911255;2911649;2911935;2912299	2911566;2911867;2912225;2915823	+;+;+;+	4347	4598	9303	10130	13825	5834	15568	6625	2300	20798	16676	2775	8822	7909	3534	3471	5465	15577	8978	9453	15951	20929	10698	4747	11028
DDB_G0293460	6;6	2919069;2920043	2919945;2920452	+;+	1287	18212	24653	24302	22582	231	539	304	181	593	477	296	93	185	89	476	374	666	903	715	523	570	137	562	651
DDB_G0293462	6;6;6;6	2920900;2921371;2921921;2922584	2921274;2921798;2922500;2922589	+;+;+;+	1389	90	137	260	285	30	104	46	21	33	36	7	8	46	18	42	30	87	103	146	94	80	34	22	47
DDB_G0293468	6;6	2922694;2926549	2926354;2926550	-;-	3663	241	487	380	442	596	326	494	297	961	816	234	289	397	130	141	292	311	85	206	197	389	485	198	391
DDB_G0293470	6;6	2927924;2928547	2928359;2932582	-;-	4472	739	1314	749	669	314	124	423	321	1455	1981	297	860	1300	267	766	1196	510	304	766	158	132	323	150	188
DDB_G0293476	6	2936429	2941811	+	5383	2743	5760	3446	3108	824	268	379	227	341	407	55	98	506	273	261	227	446	188	362	315	418	232	134	167
DDB_G0293478	6;6	2942702;2942798	2942715;2944498	-;-	1715	474	714	894	977	361	670	328	289	464	352	290	144	622	217	393	308	713	562	565	711	625	227	420	673
DDB_G0293480	6;6	2945462;2945819	2945636;2945998	+;+	355	2383	2978	3635	2977	1809	2063	1631	805	5349	3437	2357	889	3419	1370	5665	2104	4450	3595	2613	1484	4231	966	2844	2570
DDB_G0293484	6;6	2946443;2946673	2946576;2946748	-;-	210	111	149	148	102	258	93	196	131	446	323	463	103	207	87	259	165	298	124	183	168	199	104	250	214
DDB_G0293492	6;6;6;6;6;6;6	2951981;2952219;2952406;2952542;2952706;2952951;2953166	2952138;2952319;2952446;2952625;2952840;2953075;2953294	+;+;+;+;+;+;+	773	31389	32993	27213	21464	22693	30519	22992	20331	103389	68169	74344	19254	62091	19530	57623	37259	16060	17001	8705	6234	18020	5831	14763	21047
DDB_G0293494	6	2959996	2960781	-	786	1	4	4	1	249	171	121	128	26	13	6	1	15	1	16	6	72	18	18	38	469	94	271	342
DDB_G0293496	6	2961150	2963780	-	2631	399	485	391	556	313	534	215	185	675	573	150	139	490	178	212	202	526	388	358	471	455	146	117	211
DDB_G0293498	6;6	2964347;2964609	2964508;2965777	+;+	1331	6447	8126	6206	6178	5802	3549	2707	2737	4260	5945	5354	2386	10145	4054	2688	2467	6409	2763	4776	3928	3957	3565	3680	5104
DDB_G0293500	6;6	2965853;2966990	2966899;2967183	-;-	1241	78	97	119	174	31	70	28	13	28	34	11	5	31	20	57	37	91	72	81	71	46	13	6	24
DDB_G0293502	6;6;6	2967886;2968134;2968391	2967923;2968296;2968757	+;+;+	568	25938	91711	57426	61822	22170	7849	34500	26371	58999	72125	29470	64071	19467	2536	26440	54028	18160	4701	16097	4877	11344	35675	32720	38084
DDB_G0293504	6;6	2968920;2970124	2970032;2970687	-;-	1677	1845	2642	2128	2417	548	1209	485	242	2175	1730	431	211	964	373	845	491	804	873	720	636	908	266	278	339
DDB_G0293508	6;6	2972384;2974206	2974109;2975761	+;+	3282	495	953	553	615	536	617	355	274	836	834	202	294	666	229	196	281	539	324	466	537	574	232	151	394
DDB_G0293510	6;6	2976341;2977167	2977052;2978063	+;+	1609	616	841	629	600	178	293	136	114	662	596	104	152	341	139	161	146	675	325	381	617	388	149	135	209
DDB_G0293512	6	2978200	2979740	-	1541	160	186	192	196	410	66	218	203	103	195	113	124	137	74	36	98	109	36	80	94	148	193	170	293
DDB_G0293520	6;6;6	2981731;2982069;2983922	2981987;2983834;2984324	+;+;+	2426	946	1211	972	1085	857	942	541	478	1821	1701	346	236	1549	818	937	576	1570	1030	995	1459	1310	393	347	515
DDB_G0293514	6	2984587	2985081	+	495	830	929	918	778	480	516	309	169	1608	1084	762	305	1107	355	1147	529	1467	927	650	572	1252	310	728	670
DDB_G0293530	6;6	2988640;2989031	2988897;2989465	+;+	693	8150	7904	6100	6101	10157	6211	4029	4631	17930	21307	57543	22789	19740	5734	4965	4504	13368	5807	6177	5056	10662	3935	8180	7690
DDB_G0293542	6;6	2989503;2990140	2990020;2990555	-;-	934	225	294	289	370	2850	3237	1151	1253	165	190	117	56	637	265	775	282	2028	796	813	1236	7408	957	1185	2814
DDB_G0293544	6;6	2990987;2996387	2996239;2997466	-;-	6333	286	493	518	494	255	163	136	163	506	576	53	63	273	162	146	130	285	183	262	340	203	78	103	123
DDB_G0293694	6;6;6	2998006;2998281;2998462	2998121;2998342;2998897	+;+;+	614	1391	1818	1737	1511	5035	2867	2255	1661	2962	1984	1515	458	4523	1773	5142	2054	5675	3077	2656	2441	8458	1984	3361	3979
DDB_G0293526	6;6;6	3000314;3000456;3001015	3000366;3000699;3001296	+;+;+	579	9469	10656	9634	10150	10400	12348	5538	6020	19191	16313	10186	4353	20128	7438	11099	7890	20817	13025	10780	9555	19990	2993	6395	10837
DDB_G0293534	6;6;6;6;6	3002111;3002756;3003145;3003815;3004911	3002619;3003059;3003675;3004835;3005542	+;+;+;+;+	2997	660	1046	837	785	380	639	229	189	748	471	144	124	336	125	133	118	419	209	219	397	698	214	140	365
DDB_G0293696	6;6	3006120;3006203	3006128;3006433	+;+	240	0	1	0	0	10	11	2	6	5	3	6	0	42	19	55	17	46	8	8	2	28	3	5	11
DDB_G0293698	6;6	3007043;3007197	3007129;3007537	+;+	428	0	0	1	0	2	3	2	0	1	1	0	0	0	0	2	0	3	0	2	2	4	1	2	4
DDB_G0293700	6;6	3013291;3014101	3013530;3014179	-;-	319	23824	44105	24546	27364	12376	6918	12845	6196	27969	30660	40477	25973	17591	6117	13066	14794	12315	7122	9703	5297	10648	12519	33311	17478
DDB_G0293702	6;6;6	3014705;3014893;3015841	3014797;3015759;3015978	-;-;-	1098	80	97	141	186	2467	673	864	1008	185	154	117	74	425	158	151	118	452	403	265	126	373	224	348	322
DDB_G0293546	6;6	3016431;3016612	3016546;3018565	+;+	2070	1462	2246	1511	1478	252	105	176	79	246	333	166	144	247	157	89	101	136	50	136	99	83	109	77	105
DDB_G0293548	6	3018651	3020648	-	1998	531	523	446	484	67	144	48	52	227	185	48	31	207	104	94	95	172	114	141	165	176	46	46	113
DDB_G0293540	6;6;6	3021173;3021621;3022007	3021394;3021819;3022256	+;+;+	671	7125	8135	7786	7503	9052	10069	3876	3617	12355	8317	5785	2266	12164	4510	10778	5241	16497	9066	6676	7139	30858	4325	9093	11284
DDB_G0293550	6	3022571	3026227	+	3657	4	9	6	9	0	3	1	0	8	10	1	6	1	1	0	2	2	0	0	0	1	0	0	1
DDB_G0293552	6;6;6	3026375;3027663;3028415	3027566;3028300;3028618	-;-;-	2034	7668	8918	8456	9327	7202	6173	4852	3632	6740	6468	5983	3747	15340	5978	3747	3790	10322	5517	8812	8567	7296	4076	3970	5140
DDB_G0293524	6	3029753	3032914	-	3162	1258	3266	2875	3392	4358	1505	1896	1803	2623	3075	912	1469	2607	659	651	1405	2282	489	1555	1283	2153	2599	1365	2406
DDB_G0293704	6;6;6	3034162;3034817;3035052	3034710;3034946;3035211	-;-;-	839	71	94	100	55	911	244	287	263	260	153	209	40	186	116	168	120	416	116	116	179	954	237	426	489
DDB_G0293554	6;6;6	3035802;3036181;3037423	3036090;3037304;3037515	+;+;+	1506	208	412	273	248	1123	326	766	537	456	578	296	435	445	75	281	506	486	122	299	151	667	957	492	897
DDB_G0293706	6;6;6;6	3038246;3038678;3038939;3039206	3038546;3038863;3039102;3039315	-;-;-;-	761	2566	2526	2025	1857	259	1005	336	222	4352	2636	2929	1110	1891	666	1822	1105	3393	2053	1376	1796	1883	421	1869	1601
DDB_G0293556	6;6	3039788;3040749	3040521;3041019	-;-	1005	3780	5150	4397	4112	401	1122	693	304	2305	1518	1315	552	824	253	932	628	594	1078	559	358	959	284	854	669
DDB_G0293558	6;6	3041845;3042546	3041932;3044253	+;+	1796	16024	66413	38789	40063	24470	4594	8380	28408	29482	50962	2657	51101	16693	1827	7643	30288	10804	2689	14970	2632	4428	7631	7668	10106
DDB_G0293560	6;6;6	3044858;3047092;3047501	3046952;3047404;3048525	-;-;-	3433	1281	2180	2866	3819	583	1121	1173	430	252	287	153	156	403	236	207	376	455	473	1128	484	388	880	531	752
DDB_G0293562	6	3048900	3050490	+	1591	68	128	215	297	32	35	23	7	31	19	2	1	7	15	14	11	46	61	64	23	32	13	19	24
DDB_G0293564	6;6	3050595;3051153	3051046;3051395	-;-	695	113	98	91	103	510	195	165	222	73	78	30	20	100	48	45	38	123	100	84	40	190	54	59	128
DDB_G0293566	6;6;6	3051850;3052166;3052579	3052012;3052477;3052798	+;+;+	695	7897	7536	5317	4764	1340	1679	1477	1288	8058	5095	5394	1352	3475	1087	5378	3021	2611	2579	2066	1147	2624	771	2292	1767
DDB_G0293708	6;6;6;6;6;6;6	3054520;3054921;3054972;3055254;3055254;3055400;3055400	3054657;3055157;3055157;3055301;3055301;3055503;3055503	+;+;+;+;+;+;+	527	1246	1117	808	813	10537	7693	4862	3152	9592	5392	3770	2049	3356	1382	2503	2241	18847	7177	6357	7713	31910	5370	16620	11994
DDB_G0293570	6;6	3056638;3057481	3057383;3060850	+;+	4116	973	1352	751	786	78	100	49	32	626	636	129	99	231	145	96	121	206	139	292	128	86	35	74	47
DDB_G0293572	6;6;6	3061098;3061273;3061996	3061118;3061565;3062107	-;-;-	426	109	80	122	41	287	42	177	99	80	110	210	9	69	49	115	50	176	15	41	153	305	192	159	334
DDB_G0293574	6;6	3063340;3063472	3063352;3063773	+;+	315	0	0	0	0	199	52	101	72	0	0	0	0	1	0	0	0	2	0	0	0	33	1	7	14
DDB_G0293576	6	3063826	3064716	-	891	151	195	279	336	88	268	101	34	156	89	13	11	117	51	225	88	172	239	199	149	167	48	79	90
DDB_G0293578	6;6;6;6;6;6	3070057;3070245;3070909;3071271;3071632;3072030	3070134;3070824;3071167;3071467;3071948;3072584	-;-;-;-;-;-	1986	142	44	23	31	28	22	11	13	1232	819	260	105	67	20	40	42	60	61	60	16	33	10	11	20
DDB_G0293580	6;6;6	3073184;3073437;3073969	3073335;3073809;3074087	-;-;-	644	1711	1844	1937	2093	3421	3038	1616	1214	2860	1904	1082	512	2725	854	2186	1195	5352	2118	1605	2261	9973	1268	3097	4433
DDB_G0293582	6	3074914	3075657	+	744	368	515	333	352	210	335	106	124	131	112	138	42	420	204	222	144	595	397	382	294	493	95	320	318
DDB_G0293584	6;6;6;6	3076205;3076630;3076919;3077377	3076441;3076804;3077291;3078120	+;+;+;+	1529	3808	3719	3796	3935	1113	1339	869	600	1221	1075	1014	507	2061	653	864	712	1759	1476	1097	1047	1241	600	701	830
DDB_G0293712	6;6;6	3080115;3080425;3080642	3080354;3080544;3081002	+;+;+	721	351	416	463	455	1616	1574	633	588	525	433	249	108	654	291	577	291	2214	1028	848	917	3702	403	1558	1364
DDB_G0293586	6;6	3081486;3088840	3087469;3088956	-;-	6101	223	880	597	542	892	238	344	668	593	1018	149	563	364	89	54	223	356	109	293	273	397	434	291	557
DDB_G0293538	6;6;6;6;6	3090998;3091284;3091466;3092024;3093142	3091178;3091316;3091847;3093042;3093764	+;+;+;+;+	2238	20890	20599	15908	17588	28851	11724	16288	13442	25585	28273	19895	17505	24490	10854	7868	11877	20701	5799	15419	10816	16341	16127	16772	19632
DDB_G0293588	6;6;6	3093895;3094334;3094905	3094207;3094739;3095137	-;-;-	952	3093	3663	3445	3557	357	228	180	196	1395	1247	1683	301	1649	542	2191	851	836	445	411	341	759	148	395	444
DDB_G0293590	6	3095507	3100096	-	4590	2237	5061	2582	2866	1147	1247	1302	594	1717	1758	344	557	1640	836	1429	852	1607	935	1649	1207	1268	835	716	782
DDB_G0293592	6;6	3100542;3101010	3100923;3101317	+;+	690	65	70	70	55	105	84	47	52	184	105	122	19	85	33	88	37	95	60	52	65	237	21	130	116
DDB_G0293594	6;6	3101875;3102209	3102088;3102486	+;+	492	31	35	50	45	101	51	69	50	34	14	15	7	53	26	95	30	151	71	78	38	162	35	93	96
DDB_G0293714	6;6	3102716;3103087	3102962;3103376	+;+	537	6088	7066	7007	5191	2245	2293	2820	1044	6645	4949	5517	1628	6003	2276	12528	4808	4947	5079	4428	1462	2721	1208	4213	1800
DDB_G0293718	6;6	3104858;3105148	3105053;3105440	+;+	489	3401	3894	3657	3418	4111	2617	2088	1381	8063	4891	4152	1296	5225	1704	4508	2428	5147	3135	2159	2049	8093	1573	3848	3836
DDB_G0293596	6;6	3106480;3107165	3107069;3109048	+;+	2474	142	332	228	202	1862	441	806	642	842	962	82	396	385	70	120	187	346	97	254	145	618	362	321	452
DDB_G0293598	6	3109284	3111290	-	2007	158	199	197	220	154	160	89	83	305	251	82	34	292	97	236	116	239	140	143	168	208	67	101	114
DDB_G0293720	6;6;6;6	3113521;3116957;3117440;3118080	3116840;3117274;3118000;3118191	-;-;-;-	4311	154	138	109	78	11	37	17	11	27	20	7	2	4	6	5	7	10	11	10	7	9	12	7	12
DDB_G0293722	6;6;6;6	3118866;3122247;3122663;3123390	3122164;3122588;3123217;3123504	-;-;-;-	4311	251	240	122	91	25	36	29	24	326	243	97	85	50	23	36	30	33	38	45	28	23	11	10	16
DDB_G0293724	6;6;6	3124039;3126035;3126271	3125961;3126176;3126293	-;-;-	2088	37365	35119	23729	21864	688	920	693	510	5716	7318	3012	2164	1747	921	352	621	767	698	1649	840	302	366	311	455
DDB_G0293604	6;6	3126858;3127698	3127582;3127973	-;-	1001	212	116	75	80	200	327	610	730	1073	893	698	217	861	304	1210	546	158	122	199	81	126	43	258	520
DDB_G0293606	6	3128832	3129901	-	1070	2145	1793	1591	1640	1005	394	449	630	828	1169	1565	1098	2610	884	248	677	1550	447	1466	750	283	444	753	771
DDB_G0293608	6;6;6	3130386;3130872;3131434	3130754;3131338;3131716	+;+;+	1119	57	61	40	48	66	75	52	43	110	94	69	28	85	24	62	63	115	45	44	66	76	34	76	93
DDB_G0293610	6	3135245	3136874	+	1630	109	105	217	268	13648	15237	7057	4596	142	135	252	169	710	241	603	318	4852	1833	1626	2753	30265	5024	8409	11054
DDB_G0293612	6	3141895	3144669	+	2775	23	18	27	24	11	7	4	6	72	31	12	9	15	5	16	13	11	8	6	11	6	5	6	9
DDB_G0293614	6;6	3144728;3147248	3147174;3147821	-;-	3021	337	515	562	892	301	319	228	132	119	128	54	56	383	247	116	179	395	333	696	387	197	198	155	195
DDB_G0293616	6	3148125	3148346	-	222	0	0	0	0	92	55	53	51	0	0	0	0	0	0	0	0	0	0	0	1	94	7	32	41
DDB_G0293618	6;6	3150071;3150562	3150457;3150845	-;-	671	355	335	394	332	323	321	370	199	337	231	290	92	474	231	1472	425	967	833	751	344	617	181	854	484
DDB_G0293728	6	3153008	3153382	+	375	466	651	426	526	315	263	361	283	386	389	182	273	211	56	311	224	245	310	334	132	216	208	299	281
DDB_G0293730	6;6	3154705;3154815	3154722;3157002	+;+	2206	2374	3163	2268	2072	748	1926	1026	506	32054	22896	8333	6038	1649	750	1397	968	2427	2833	2250	1113	1023	585	418	451
DDB_G0293620	6;6	3157149;3157538	3157426;3158987	-;-	1728	16	10	18	31	613	418	274	298	218	182	32	46	187	104	98	67	206	202	152	80	256	70	30	113
DDB_G0293622	6;6	3159597;3159994	3159867;3162709	+;+	2987	86	137	315	443	84	76	91	51	25	41	7	13	42	37	28	42	49	58	154	63	47	73	77	58
DDB_G0293624	6;6	3162861;3163306	3163149;3163420	+;+	404	162	292	212	123	33	32	38	21	109	72	114	26	80	29	145	57	119	60	58	56	145	34	123	94
DDB_G0293626	6;6;6	3164445;3165591;3165956	3165508;3165870;3166441	+;+;+	1830	1242	1176	766	834	2256	1335	1555	1383	2561	2469	2197	1676	1294	410	397	923	1437	318	924	892	2051	1446	1943	2588
DDB_G0293628	6;6	3167249;3169293	3169204;3172284	+;+	4948	475	1086	806	760	739	339	387	418	1895	1484	186	325	634	511	292	286	641	345	608	694	451	240	172	260
DDB_G0293522	6	3188272	3188821	+	550	9489	10706	6587	5969	2472	1062	1425	896	12282	12616	13761	9611	6243	2391	1563	1568	1372	476	972	772	1207	1535	2866	2199
DDB_G0293634	6	3189080	3189636	+	557	33	33	14	31	2	0	3	1	7	12	16	3	6	3	6	3	2	6	2	0	1	1	3	2
DDB_G0293636	6	3190337	3191345	-	1009	260	259	307	328	520	890	448	473	609	468	407	152	1171	356	837	516	1568	923	774	991	1412	322	713	1166
DDB_G0293638	6;6	3191821;3192655	3192548;3192863	-;-	937	2	0	3	6	4014	1939	1687	1718	1	2	0	0	2	1	10	2	15	6	7	24	1052	68	137	381
DDB_G0293528	6;6;6	3193273;3193722;3194251	3193633;3194111;3194588	-;-;-	1089	3196	4085	3835	3901	8931	8738	4969	4107	4125	2904	2224	629	7224	2023	8436	3433	11582	6158	4288	5667	26396	5588	11946	15448
DDB_G0293640	6;6	3195117;3195327	3195138;3195720	+;+	416	202	189	86	85	56	60	37	24	132	87	15	46	36	11	24	25	33	40	37	12	71	28	51	35
DDB_G0293644	6;6	3198630;3198993	3198903;3200159	+;+	1441	12357	13106	9092	9668	7476	5561	7527	6461	12663	13375	6224	5863	24220	6273	12322	10524	15486	6511	11596	7127	7925	7073	5829	7560
DDB_G0293646	6;6;6;6;6;6	3201771;3202069;3202255;3202757;3202885;3202998	3201827;3202138;3202637;3202760;3202904;3203360	+;+;+;+;+;+	897	6833	17337	11874	12189	14761	4803	13398	8761	10890	11453	3016	8487	9230	2336	17816	17230	10897	5149	12202	2711	10059	13570	12837	10298
DDB_G0293536	6;6	3204161;3205714	3205712;3206066	-;-	1905	262	233	238	208	18	35	18	24	244	180	133	54	93	16	31	35	61	58	32	22	17	10	12	12
DDB_G0293648	6	3208595	3209230	+	636	18	31	35	29	9	10	9	5	19	20	21	2	9	1	10	7	6	10	4	3	21	4	10	10
DDB_G0293650	6;6	3209379;3210209	3210104;3210419	-;-	937	677	734	753	695	512	284	330	337	144	202	176	71	273	107	164	166	492	257	248	358	115	92	123	215
DDB_G0293652	6	3211764	3213810	-	2047	650	850	676	693	729	961	398	361	440	348	177	73	593	287	928	291	926	623	603	460	1061	227	468	570
DDB_G0293654	6;6;6	3215327;3215701;3216116	3215531;3215942;3219117	+;+;+	3449	1253	1762	1079	1275	252	202	307	173	1121	1193	377	580	424	269	171	264	282	105	392	217	115	169	126	149
DDB_G0293656	6;6;6	3219230;3219975;3220500	3219806;3220394;3221306	-;-;-	1804	438	804	430	359	424	313	197	229	300	225	109	42	313	102	104	78	198	120	106	110	197	55	44	89
DDB_G0293658	6;6	3221781;3222996	3222916;3223129	-;-	1270	365	379	290	315	334	368	196	205	318	296	246	113	532	165	167	145	545	353	383	314	471	124	213	318
DDB_G0293660	6	3223447	3223644	-	198	1	0	2	0	0	0	0	2	0	0	0	0	0	1	4	0	0	3	2	1	0	0	2	1
DDB_G0293662	6;6;6;6;6	3224777;3224966;3225787;3226581;3226816	3224861;3225684;3226419;3226730;3227579	+;+;+;+;+	2351	171	240	402	404	356	218	307	282	254	144	86	42	75	19	67	39	68	44	29	60	111	17	84	171
